start,end,location_idx,AP_vector,2d_movement_mean_x,2d_movement_mean_y,2d_movement_std_x,2d_movement_std_y,3d_movement_mean_x,3d_movement_mean_y,3d_movement_mean_z,3d_movement_std_x,3d_movement_std_y,3d_movement_std_z,2d_shape_mean_width,2d_shape_mean_height,2d_shape_std_width,2d_shape_std_height,3d_shape_mean_width,3d_shape_mean_height,3d_shape_std_width,3d_shape_std_height,x_mean,y_mean,z_mean,x_average_jerk,x_average_absolute_value,x_median,x_std_dev,x_max_value,x_min_value,x_max_absolute_value,y_average_jerk,y_average_absolute_value,y_median,y_std_dev,y_max_value,y_min_value,y_max_absolute_value,z_average_jerk,z_average_absolute_value,z_median,z_std_dev,z_max_value,z_min_value,z_max_absolute_value,xy_corr,xz_corr,yz_corr,target_vector
364.0,365.0,5,"[0.0, 0.28826, 0.0, 0.0]",0.54659,0.20128,0.11632,0.00946,0.53225,0.77252,0.13526,0.09984,0.02302,0.10632,0.37892,0.73,0.07368,0.001,0.34064,0.3003,0.06602,0.03699,0.18987,0.76884,0.4782,0.16453,0.66672,0.12007,0.27386,0.21426,0.47604,0.32876,0.08569,0.30629,0.58703,0.26325,0.57559,0.79121,0.48392,0.07252,0.12759,0.4329,0.18742,0.20665,0.63009,0.21026,0.44923,0.27388,0.15991,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
365.0,366.0,5,"[0.0, 0.24319, 0.0, 0.0]",0.50345,0.19779,0.12272,0.01108,0.49477,0.78148,0.15332,0.11376,0.02223,0.08225,0.39677,0.73123,0.07031,0.01065,0.36528,0.27813,0.07706,0.03565,0.11856,0.55302,0.58146,0.0684,0.78729,0.08773,0.05655,0.03104,0.52496,0.27631,0.02668,0.09553,0.52202,0.06036,0.24473,0.76695,0.08197,0.01602,0.1005,0.51544,0.05447,0.23731,0.80261,0.07075,0.52934,0.6279,0.17182,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
366.0,367.0,5,"[0.0, 0.27673, 0.0, 0.0]",0.49883,0.19471,0.08205,0.0063,0.4908,0.78504,0.15645,0.07727,0.009,0.04926,0.40453,0.73985,0.06233,0.001,0.37393,0.26558,0.06101,0.01771,0.12342,0.58987,0.56992,0.03835,0.7785,0.09195,0.03824,0.02131,0.53817,0.26216,0.00673,0.11286,0.54216,0.01756,0.23549,0.84967,0.07075,0.00564,0.08107,0.49569,0.01137,0.21042,0.8166,0.04295,0.30032,0.44791,0.41733,"[0.0, 0.0, 0.0, 0.0, 0.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1]"
367.0,368.0,5,"[0.0, 0.35639, 0.0, 0.0]",0.57781,0.21485,0.23464,0.06046,0.5547,0.75356,0.10825,0.17363,0.09421,0.2943,0.48017,0.80541,0.11148,0.18757,0.41218,0.26095,0.13903,0.12238,0.12693,0.57901,0.57559,0.0328,0.77214,0.10085,0.02658,0.01369,0.53475,0.26583,0.00557,0.10211,0.53758,0.01106,0.22746,0.84689,0.061,0.00742,0.09062,0.50328,0.01069,0.21042,0.81854,0.04295,0.37234,0.26414,0.56372,"[0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5]"
368.0,369.0,5,"[0.0, 0.20335, 0.0, 0.85325]",0.73255,0.28089,0.53935,0.09907,0.66424,0.68693,0.0419,0.47161,0.07576,0.11847,0.55521,0.8628,0.39915,0.02303,0.4286,0.29355,0.3159,0.06178,0.12592,0.56214,0.59331,0.0649,0.77398,0.10929,0.06843,0.01793,0.50686,0.29572,0.02009,0.09033,0.52934,0.03603,0.24513,0.79559,0.08246,0.02748,0.12047,0.51189,0.04939,0.26419,0.81699,0.09856,0.24957,0.70573,0.14369,"[0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5]"
369.0,370.0,5,"[0.0, 0.25577, 0.0, 0.93187]",0.94131,0.25664,0.27787,0.16084,0.88925,0.73021,0.13455,0.47363,0.19909,0.40693,0.27071,0.75955,0.51797,0.12159,0.25619,0.27367,0.39193,0.0439,0.11014,0.56036,0.54941,0.11873,0.80253,0.08398,0.09398,0.03993,0.49365,0.30988,0.00793,0.08365,0.5211,0.01273,0.22104,0.84013,0.05319,0.02508,0.0745,0.45063,0.08832,0.24721,0.77463,0.081,0.39189,0.62386,0.52821,"[0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5]"
370.0,371.0,5,"[0.9413, 0.25786, 0.0, 0.78512]",1.0,0.13714,0.05205,0.28893,0.99444,0.85249,0.20554,0.07831,0.30912,0.04743,0.02299,0.50342,0.14392,0.78878,0.05251,0.46891,0.14345,0.90891,0.05397,0.5979,0.63196,0.20363,0.90415,0.09523,0.29602,0.09874,0.34688,0.4672,0.03006,0.12081,0.53621,0.07073,0.29492,0.81826,0.14295,0.02817,0.18561,0.57367,0.05097,0.27551,0.82009,0.11027,0.39258,0.48924,0.11417,"[0.0, 0.0, 0.0, 0.0, 0.75, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
371.0,372.0,5,"[0.84633, 0.2956, 0.0, 0.79874]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61137,0.24684,0.84004,0.05716,0.17102,0.64184,0.15351,0.26291,0.72065,0.08648,0.01598,0.22859,0.19924,0.05787,0.14435,0.69895,0.14392,0.03339,0.53625,0.85823,0.08056,0.409,0.90364,0.24831,0.07283,0.83807,0.10014,"[0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
372.0,373.0,5,"[0.0, 0.30398, 0.0, 0.78826]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68767,0.18524,0.84185,0.01865,0.24443,0.67044,0.01149,0.25995,0.84492,0.08281,0.00607,0.28955,0.17727,0.0114,0.06645,0.68821,0.15709,0.01189,0.53931,0.84506,0.01523,0.3689,0.94521,0.20685,0.65662,0.81508,0.65825,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
373.0,374.0,5,"[0.90566, 0.32285, 0.0, 0.77358]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53712,0.34361,0.81799,0.16176,0.27189,0.60246,0.37893,0.25868,0.49756,0.30568,0.04458,0.26221,0.19421,0.23034,0.39128,0.67668,0.26002,0.07248,0.49911,0.81974,0.13746,0.43682,0.84613,0.27709,0.001,0.2855,0.65829,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
374.0,375.0,5,"[0.77987, 0.54717, 0.0, 0.63732]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16038,0.81882,0.60197,0.10253,0.71162,0.13929,0.10399,0.06235,0.51713,0.28471,0.03841,0.33942,0.70103,0.121,0.43987,0.89223,0.31904,0.05253,0.18932,0.53164,0.19853,0.37739,0.71946,0.21563,0.24858,0.61533,0.28862,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
375.0,376.0,5,"[0.72327, 0.43816, 0.0, 0.76939]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85255,0.61948,0.61149,0.15038,0.61075,0.91984,0.37529,0.42666,0.6595,0.28943,0.0528,0.15462,0.55315,0.11788,0.39972,0.76894,0.27026,0.07374,0.22793,0.60151,0.21555,0.33211,0.72956,0.1688,0.09297,0.7724,0.21462,"[0.0, 0.0, 0.0, 0.0, 0.7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
376.0,377.0,5,"[0.62516, 0.52201, 0.0, 0.60168]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79588,0.60609,0.50867,0.19765,0.58588,0.88327,0.45762,0.42793,0.64091,0.291,0.05472,0.15993,0.50325,0.16589,0.41578,0.78604,0.28977,0.04336,0.05321,0.42885,0.07172,0.21278,0.74199,0.06978,0.02666,0.80135,0.23729,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
377.0,378.0,5,"[0.74319, 0.31027, 0.0, 0.66457]",0.90267,0.64615,0.10956,0.17696,0.82058,0.43192,0.08348,0.11011,0.16007,0.03871,0.27934,0.66573,0.12115,0.01814,0.2429,0.40792,0.09578,0.01108,0.09427,0.71223,0.56048,0.16103,0.83124,0.05679,0.20211,0.06828,0.43935,0.36809,0.04743,0.23394,0.68089,0.14284,0.44469,0.82541,0.32489,0.04256,0.09301,0.4648,0.11037,0.26561,0.74005,0.10002,0.39492,0.6871,0.16532,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
378.0,379.0,5,"[0.67505, 0.29979, 0.0, 0.64612]",0.89227,0.58747,0.09912,0.07203,0.81088,0.47485,0.08188,0.07098,0.06427,0.05053,0.2795,0.66514,0.09552,0.01539,0.24247,0.41009,0.08658,0.024,0.15418,0.67067,0.64082,0.20217,0.72283,0.16508,0.21494,0.07674,0.40217,0.40794,0.04488,0.19359,0.62045,0.08341,0.3158,0.81229,0.16831,0.07896,0.20053,0.51493,0.18621,0.38305,0.7995,0.22148,0.76166,0.57515,0.35052,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
379.0,380.0,5,"[0.39623, 0.53878, 0.0, 0.413]",0.91244,0.62995,0.02727,0.08164,0.82874,0.44377,0.08366,0.01573,0.07439,0.02811,0.24725,0.66104,0.02964,0.001,0.21742,0.41191,0.02697,0.00942,0.11634,0.6172,0.56662,0.19531,0.79131,0.13367,0.22294,0.06193,0.38602,0.42525,0.04279,0.18329,0.52019,0.16785,0.37844,0.7586,0.24441,0.05683,0.10654,0.49063,0.1028,0.26608,0.75559,0.10051,0.66575,0.76153,0.34504,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
380.0,381.0,3,"[0.47589, 0.73941, 0.0, 0.45493]",0.91291,0.63888,0.00452,0.02529,0.82747,0.43785,0.08108,0.00791,0.02094,0.01888,0.25639,0.66104,0.02466,0.001,0.22365,0.41463,0.0233,0.00655,0.16455,0.70419,0.59075,0.19327,0.70408,0.16461,0.17955,0.06997,0.43397,0.37386,0.0302,0.22599,0.66532,0.06995,0.32062,0.84888,0.17417,0.0284,0.11616,0.51544,0.05671,0.24344,0.80455,0.0771,0.52916,0.76592,0.84386,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
381.0,382.0,3,"[0.29979, 0.0, 0.0, 0.44654]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26702,0.71679,0.68333,0.09816,0.51867,0.22743,0.21841,0.1529,0.50931,0.2931,0.02546,0.23846,0.6992,0.08704,0.32905,0.83178,0.18441,0.03912,0.27218,0.63696,0.11934,0.33353,0.80766,0.17026,0.76164,0.85829,0.9052,"[0.0, 0.2, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
382.0,383.0,4,"[0.40881, 0.0, 0.0, 0.50734]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55401,0.68366,0.89349,0.1107,0.24786,0.55886,0.29464,0.29507,0.6321,0.16147,0.03659,0.20567,0.62,0.05435,0.35153,0.86001,0.21173,0.0511,0.62634,0.91645,0.0701,0.44814,0.93278,0.2888,0.38672,0.52056,0.52135,"[0.0, 0.5, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
383.0,384.0,4,"[0.32285, 0.0, 0.0, 0.39623]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83631,0.72076,0.67735,0.16833,0.51339,0.81154,0.14434,0.41186,0.86546,0.27107,0.09976,0.27212,0.63373,0.21226,0.48966,0.75542,0.37953,0.11977,0.26422,0.59037,0.21376,0.40145,0.79056,0.24051,0.45551,0.43959,0.75755,"[0.0, 0.5, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
384.0,385.0,4,"[0.08386, 0.0, 0.0, 0.66205]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98432,0.60004,0.67412,0.22362,0.78118,0.96718,0.25633,0.50325,0.8865,0.38434,0.04044,0.13352,0.54903,0.09984,0.32905,0.77451,0.18441,0.04967,0.25665,0.62278,0.09704,0.32409,0.82981,0.16051,0.68182,0.35996,0.15615,"[0.0, 0.2, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
385.0,386.0,4,"[0.16143, 0.0, 0.0, 0.89518]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33693,0.6599,0.53418,0.38146,0.7955,0.21524,0.84081,0.42751,0.2055,0.61875,0.12965,0.31379,0.48081,0.37504,0.62256,0.70372,0.54099,0.13416,0.27675,0.49772,0.32387,0.31702,0.61921,0.22392,0.21619,0.89361,0.17293,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
386.0,387.0,4,"[0.25577, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13008,0.58779,0.59252,0.11873,0.76645,0.10601,0.08,0.03485,0.50735,0.29519,0.02267,0.11079,0.53026,0.05943,0.29331,0.82343,0.141,0.02255,0.14249,0.57873,0.10949,0.2458,0.77036,0.07953,0.20014,0.58055,0.21853,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
387.0,388.0,4,"[0.24738, 0.0, 0.0, 0.0]",0.45919,0.23584,0.001,0.001,0.45667,0.82142,0.39187,0.001,0.001,0.001,0.52869,0.63149,0.001,0.001,0.67311,0.13812,0.001,0.001,0.10801,0.55986,0.57689,0.13346,0.80638,0.09992,0.09801,0.03739,0.49659,0.30673,0.01575,0.08316,0.51561,0.03731,0.24914,0.82462,0.08734,0.01854,0.09281,0.49518,0.04761,0.23778,0.80572,0.07124,0.3629,0.59114,0.5101,"[0.0, 0.0, 0.0, 0.0, 0.9, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
388.0,389.0,4,"[0.31447, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23394,0.74536,0.68207,0.11479,0.57852,0.15992,0.21429,0.1584,0.52252,0.27894,0.02648,0.26673,0.6818,0.10229,0.41819,0.84212,0.2927,0.07219,0.27005,0.62734,0.14196,0.34155,0.80533,0.17856,0.84319,0.27038,0.42745,"[0.0, 0.0, 0.0, 0.0, 0.5, 0.2, 0.0, 0.0, 0.0, 0.0, 0.1, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
389.0,390.0,4,"[0.3522, 0.0, 0.0, 0.0]",0.47728,0.24029,0.001,0.001,0.4795,0.81719,0.39415,0.001,0.001,0.001,0.47457,0.64134,0.001,0.001,0.60806,0.12229,0.001,0.001,0.51676,0.91593,0.7027,0.04827,0.0668,0.50495,0.04132,0.19056,0.72995,0.05659,0.0074,0.43552,0.84662,0.00826,0.36398,0.98688,0.22685,0.02123,0.30481,0.67139,0.04026,0.31702,0.85856,0.15319,0.44578,0.75329,0.55321,"[0.0, 0.0, 0.0, 0.0, 0.15, 0.05, 0.0, 0.0, 0.0, 0.0, 0.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4, 0.0]"
390.0,391.0,4,"[0.40881, 0.0, 0.0, 0.0]",0.47043,0.23306,0.01899,0.01813,0.47104,0.82715,0.40066,0.02415,0.02902,0.03674,0.42044,0.65611,0.001,0.0156,0.54438,0.09516,0.01312,0.03303,0.46374,0.92416,0.64094,0.09903,0.16557,0.45526,0.10434,0.20114,0.68396,0.10588,0.02006,0.44366,0.85029,0.03167,0.40293,0.97574,0.27416,0.05351,0.20073,0.56607,0.11384,0.35428,0.82165,0.19173,0.42974,0.86586,0.34805,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0]"
391.0,392.0,4,"[0.36268, 0.0, 0.0, 0.0]",0.47022,0.22523,0.00306,0.00199,0.4708,0.83614,0.4016,0.00364,0.0025,0.00672,0.43397,0.64626,0.001,0.02628,0.562,0.10813,0.00299,0.03726,0.35025,0.75325,0.78079,0.03426,0.36807,0.34134,0.05579,0.11778,0.63895,0.15413,0.0238,0.27453,0.6612,0.10662,0.36759,0.85882,0.23124,0.02232,0.43642,0.81316,0.14729,0.38117,0.83875,0.21953,0.90451,0.11527,0.02423,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
392.0,393.0,4,"[0.33753, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31893,0.58952,0.86169,0.03032,0.42474,0.29634,0.01445,0.09366,0.64922,0.14311,0.00796,0.11251,0.54308,0.01086,0.23228,0.85524,0.06685,0.01481,0.57274,0.8719,0.01889,0.38541,0.9526,0.22392,0.17896,0.54748,0.4673,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
393.0,394.0,4,"[0.37002, 0.0, 0.0, 0.0]",0.47705,0.22519,0.001,0.001,0.47978,0.83876,0.40992,0.001,0.001,0.001,0.40691,0.63149,0.001,0.001,0.53345,0.12026,0.001,0.001,0.32818,0.59707,0.87221,0.04057,0.40801,0.30572,0.02924,0.10213,0.64629,0.14626,0.00887,0.11998,0.55132,0.01194,0.2371,0.85643,0.07271,0.01092,0.59047,0.88658,0.01098,0.38824,0.96425,0.22685,0.42669,0.37171,0.29351,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.45, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.55]"
394.0,395.0,4,"[0.30294, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.172,0.55163,0.78469,0.35389,0.69061,0.21102,0.36269,0.0852,0.17468,0.65179,0.07112,0.1559,0.55407,0.17188,0.25878,0.51283,0.37221,0.08555,0.44299,0.72962,0.20055,0.50333,0.85429,0.34587,0.89977,0.39461,0.12564,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6]"
395.0,396.0,4,"[0.24948, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25171,0.67493,0.73033,0.20392,0.54637,0.25274,0.28175,0.17871,0.47604,0.32876,0.06632,0.19978,0.66029,0.11326,0.35193,0.80831,0.21221,0.06984,0.35589,0.71898,0.19673,0.40711,0.78668,0.24636,0.26175,0.73546,0.44214,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2]"
396.0,397.0,4,"[0.31027, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4512,0.73837,0.70809,0.13011,0.23564,0.4923,0.24956,0.23033,0.61449,0.18035,0.05137,0.26697,0.62778,0.21822,0.45272,0.79797,0.33465,0.07672,0.35078,0.56658,0.34472,0.45239,0.7587,0.29319,0.88728,0.0036,0.08186,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.75]"
397.0,398.0,4,"[0.31237, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48896,0.87898,0.70659,0.05921,0.11811,0.4848,0.09043,0.19648,0.69962,0.0891,0.0291,0.39895,0.81641,0.0685,0.3957,0.92961,0.26538,0.05528,0.3265,0.72759,0.18957,0.35287,0.75248,0.19026,0.13665,0.71356,0.1149,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3]"
398.0,399.0,4,"[0.31866, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43302,0.89897,0.71962,0.19035,0.28997,0.39338,0.23717,0.27476,0.59883,0.19713,0.02708,0.41873,0.8219,0.03924,0.40775,0.96421,0.28002,0.06377,0.33334,0.70987,0.12393,0.39013,0.80766,0.2288,0.70512,0.72991,0.41325,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
399.0,400.0,4,"[0.29665, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35178,0.81926,0.75871,0.15811,0.37251,0.29306,0.2816,0.20198,0.54208,0.25796,0.02963,0.33986,0.77337,0.0566,0.35916,0.90774,0.22099,0.05792,0.39921,0.73924,0.12746,0.38636,0.85118,0.2249,0.67215,0.89002,0.47345,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
400.0,401.0,4,"[0.26205, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45902,0.73351,0.85862,0.04374,0.17127,0.43885,0.0493,0.1694,0.70646,0.08176,0.02957,0.255,0.66395,0.06691,0.32704,0.86001,0.18197,0.0327,0.56756,0.85823,0.05321,0.40947,0.94327,0.2488,0.58245,0.53361,0.18225,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
401.0,402.0,4,"[0.21698, 0.0, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41331,0.5981,0.9027,0.06519,0.25397,0.38541,0.06279,0.15629,0.68005,0.11008,0.03083,0.12169,0.56734,0.05141,0.27685,0.81269,0.121,0.03453,0.64186,0.92557,0.05198,0.43399,0.94832,0.27416,0.65731,0.45719,0.57485,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2]"
