start,end,location_idx,Kitchen_AP,Lounge_AP,Upstairs_AP,Study_AP,2d_movement_mean_x,2d_movement_mean_y,2d_movement_std_x,2d_movement_std_y,3d_movement_mean_x,3d_movement_mean_y,3d_movement_mean_z,3d_movement_std_x,3d_movement_std_y,3d_movement_std_z,2d_shape_mean_width,2d_shape_mean_height,2d_shape_std_width,2d_shape_std_height,3d_shape_mean_width,3d_shape_mean_height,3d_shape_std_width,3d_shape_std_height,x_mean,y_mean,z_mean,x_average_jerk,x_average_absolute_value,x_median,x_std_dev,x_max_value,x_min_value,x_max_absolute_value,y_average_jerk,y_average_absolute_value,y_median,y_std_dev,y_max_value,y_min_value,y_max_absolute_value,z_average_jerk,z_average_absolute_value,z_median,z_std_dev,z_max_value,z_min_value,z_max_absolute_value,xy_corr,xz_corr,yz_corr,target_vector
273.0,274.0,5,0.0,0.0,0.0,0.0,0.57623,0.26771,0.06183,0.02504,0.60241,0.60145,0.43777,0.07716,0.02797,0.07709,0.27843,0.40661,0.03484,0.03802,0.30758,0.49253,0.0578,0.05694,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
274.0,275.0,5,0.0,0.0,0.0,0.0,0.54625,0.25556,0.08769,0.09221,0.57339,0.62857,0.49283,0.08643,0.12488,0.30087,0.43686,0.30721,0.23644,0.13689,0.49992,0.56964,0.38921,0.20009,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0]"
275.0,276.0,5,0.0,0.0,0.0,0.0,0.54905,0.27631,0.06653,0.01738,0.57762,0.5994,0.4942,0.08025,0.02202,0.03299,0.44388,0.25031,0.19438,0.01694,0.50612,0.63943,0.27991,0.0246,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
276.0,277.0,5,0.0,0.0,0.0,0.0,0.56102,0.28355,0.00828,0.00632,0.59289,0.5888,0.49039,0.00911,0.00781,0.01169,0.36867,0.24914,0.001,0.01257,0.42995,0.64308,0.00357,0.01851,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
277.0,278.0,5,0.0,0.0,0.0,0.0,0.5605,0.28469,0.00634,0.00275,0.59211,0.58714,0.48982,0.00758,0.00311,0.00522,0.33674,0.24804,0.05501,0.00895,0.39824,0.64477,0.07844,0.01315,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
278.0,279.0,5,0.0,0.0,0.0,0.0,0.56097,0.28527,0.00404,0.00721,0.59254,0.5862,0.48875,0.00422,0.00933,0.02088,0.30938,0.24725,0.01307,0.01366,0.37088,0.64635,0.01935,0.0218,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
279.0,280.0,5,0.0,0.0,0.0,0.0,0.55831,0.28202,0.05018,0.0155,0.58983,0.59145,0.49412,0.05034,0.01919,0.15271,0.3896,0.24352,0.16877,0.04163,0.45323,0.64811,0.26898,0.04914,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
280.0,281.0,5,0.0,0.0,0.0,0.0,0.55176,0.28891,0.04023,0.02113,0.58328,0.58369,0.50747,0.047,0.02772,0.04141,0.44474,0.21365,0.10449,0.02008,0.5187,0.67811,0.15989,0.03521,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
281.0,282.0,5,0.0,0.0,0.0,0.0,0.56002,0.29612,0.00885,0.00399,0.59375,0.57295,0.50314,0.01033,0.00493,0.00751,0.38004,0.20442,0.06524,0.001,0.4511,0.69199,0.09399,0.00178,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
282.0,283.0,5,0.0,0.0,0.9118,0.0,0.56143,0.29724,0.00144,0.00164,0.59555,0.57132,0.50258,0.00164,0.00182,0.00304,0.34862,0.20442,0.001,0.001,0.4198,0.69226,0.00147,0.00124,0.88983,0.30345,0.74986,0.11475,0.70756,0.88028,0.04891,0.62184,0.94279,0.34104,0.04164,0.23672,0.31602,0.02451,0.17004,0.57843,0.10678,0.02864,0.55574,0.78062,0.02448,0.58626,0.85393,0.28952,0.48687,0.62088,0.88243,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
283.0,284.0,5,0.0,0.0,0.8677,0.0,0.56398,0.28767,0.01506,0.02914,0.59706,0.58322,0.4919,0.01225,0.03165,0.11673,0.34785,0.23819,0.02097,0.06153,0.41048,0.65604,0.04228,0.08036,0.68219,0.35457,0.96262,0.02552,0.30913,0.67853,0.01383,0.45427,0.82451,0.14425,0.02235,0.14609,0.36834,0.01677,0.19539,0.61688,0.06564,0.03478,0.93362,0.96657,0.01388,0.75208,0.99047,0.48123,0.97265,0.04298,0.11864,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
284.0,285.0,5,0.0,0.0,0.0,0.0,0.5619,0.28939,0.00903,0.00807,0.59293,0.57989,0.48397,0.00988,0.00965,0.01904,0.35044,0.24822,0.01801,0.00973,0.40659,0.64792,0.02392,0.01363,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
285.0,286.0,5,0.0,0.0,0.0,0.0,0.56135,0.28944,0.00222,0.00291,0.59252,0.58005,0.48577,0.0024,0.00325,0.00526,0.34862,0.24725,0.001,0.001,0.40626,0.64807,0.00199,0.00159,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
286.0,287.0,5,0.0,0.0,0.0,0.0,0.56139,0.28964,0.00238,0.00308,0.59258,0.57979,0.48582,0.00265,0.00346,0.00434,0.34862,0.24725,0.001,0.001,0.4063,0.64804,0.00178,0.00146,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
287.0,288.0,5,0.0,0.0,0.0,0.0,0.56127,0.29002,0.00235,0.00294,0.59243,0.57927,0.48579,0.00259,0.00332,0.00395,0.34862,0.24725,0.001,0.001,0.40628,0.64806,0.00169,0.00141,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
288.0,289.0,5,0.0,0.0,0.0,0.0,0.561,0.29115,0.00326,0.00266,0.59201,0.57767,0.48539,0.0037,0.00303,0.00437,0.33859,0.24519,0.03058,0.01296,0.39637,0.65082,0.04241,0.01896,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
289.0,290.0,5,0.0,0.0,0.0,0.0,0.56435,0.296,0.05498,0.04882,0.59582,0.57073,0.48241,0.06208,0.06008,0.07161,0.38085,0.25872,0.26336,0.07621,0.43551,0.63563,0.38046,0.12146,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
290.0,291.0,5,0.0,0.0,0.0,0.0,0.56542,0.27735,0.04764,0.02063,0.59649,0.59553,0.47857,0.04839,0.02593,0.0973,0.38025,0.42143,0.19104,0.13348,0.43232,0.43955,0.28767,0.18428,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6, 0.0, 0.0, 0.0, 0.0, 0.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
291.0,292.0,5,0.0,0.0,0.0,0.0,0.58061,0.29408,0.06634,0.04491,0.61109,0.56997,0.45424,0.06943,0.05497,0.08801,0.35831,0.43,0.10121,0.05561,0.39197,0.4504,0.13008,0.09727,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
292.0,293.0,5,0.0,0.0,0.0,0.0,0.6073,0.30811,0.01164,0.00987,0.64205,0.55062,0.44469,0.01296,0.01137,0.01285,0.33716,0.40976,0.03028,0.01518,0.36712,0.48267,0.04035,0.02111,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
293.0,294.0,5,0.0,0.0,0.88975,0.0,0.60491,0.30351,0.00395,0.00685,0.63964,0.55676,0.44678,0.00395,0.00778,0.00773,0.34862,0.41427,0.001,0.01587,0.37905,0.47563,0.00256,0.02254,0.42081,0.71659,0.88604,0.01669,0.19444,0.42135,0.01075,0.26231,0.66333,0.09223,0.03406,0.49762,0.74216,0.03822,0.40218,0.85169,0.22063,0.04808,0.7976,0.89925,0.02548,0.69762,0.93776,0.41827,0.58584,0.94935,0.5097,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.111111111111, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.888888888889, 0.0, 0.0, 0.0, 0.0]"
294.0,295.0,5,0.0,0.0,0.0,0.0,0.57463,0.19042,0.02375,0.16348,0.59302,0.68692,0.40045,0.04071,0.16741,0.14758,0.28846,0.6193,0.03723,0.18581,0.29009,0.29781,0.06867,0.21215,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6, 0.0, 0.0, 0.0, 0.0, 0.4, 0.0, 0.0, 0.0, 0.0]"
295.0,296.0,5,0.0,0.0,0.0,0.0,0.569,0.1755,0.0047,0.00948,0.58538,0.70335,0.39449,0.00427,0.00833,0.0314,0.28846,0.64957,0.001,0.016,0.2857,0.27203,0.00729,0.01398,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
296.0,297.0,5,0.97795,0.0,0.0,0.0,0.57486,0.17396,0.02783,0.00688,0.59261,0.70625,0.39743,0.02858,0.00731,0.01246,0.26425,0.63675,0.03703,0.01572,0.26763,0.28185,0.04622,0.0179,0.12062,0.60633,0.50782,0.03826,0.77047,0.11895,0.01727,0.05236,0.47795,0.34631,0.032,0.30217,0.63428,0.02084,0.33287,0.78029,0.13028,0.16682,0.13516,0.57159,0.10162,0.43019,0.66975,0.10908,0.4189,0.75051,0.23598,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
297.0,298.0,5,0.83462,0.0,0.0,0.0,0.58663,0.1832,0.02761,0.01575,0.60491,0.69347,0.39229,0.02774,0.01769,0.0158,0.23061,0.62816,0.04835,0.0182,0.23675,0.29751,0.05855,0.02654,0.13009,0.59329,0.52154,0.0632,0.75228,0.13491,0.03441,0.06199,0.47244,0.35385,0.05473,0.27906,0.62564,0.05153,0.33456,0.7542,0.13249,0.05408,0.15025,0.56782,0.04636,0.42775,0.70786,0.10626,0.40144,0.62987,0.25909,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
298.0,299.0,5,0.8677,0.0,0.0,0.0,0.59152,0.18543,0.00574,0.00444,0.61026,0.69054,0.39147,0.00564,0.00465,0.00505,0.22829,0.62428,0.02336,0.01346,0.23478,0.30265,0.02831,0.01695,0.11794,0.58903,0.56114,0.02552,0.77561,0.12028,0.00996,0.04402,0.47685,0.34782,0.04991,0.27151,0.61863,0.03209,0.32611,0.76244,0.12147,0.14635,0.22058,0.61961,0.06515,0.45051,0.71865,0.13257,0.17338,0.24175,0.9767,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
299.0,300.0,5,0.0,0.0,0.0,0.0,0.59382,0.18604,0.00555,0.00666,0.61222,0.68891,0.38877,0.00453,0.0062,0.01371,0.2252,0.62198,0.02236,0.001,0.23062,0.30847,0.027,0.00486,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.777777777778, 0.222222222222, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
300.0,301.0,5,0.0,0.0,0.0,0.0,0.5777,0.19565,0.1686,0.06676,0.59202,0.67402,0.37675,0.18622,0.07896,0.1499,0.29737,0.64696,0.28371,0.0896,0.27957,0.29726,0.29367,0.08825,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
301.0,302.0,5,0.0,0.0,0.0,0.0,0.49413,0.31151,0.11505,0.1441,0.4978,0.53699,0.33227,0.11329,0.14057,0.1197,0.60449,0.5234,0.11156,0.10776,0.47362,0.4692,0.09792,0.15701,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
302.0,303.0,5,0.0,0.0,0.0,0.0,0.49096,0.39667,0.04011,0.10792,0.49375,0.44742,0.31611,0.03664,0.09881,0.03026,0.49209,0.44944,0.17672,0.04502,0.37382,0.55494,0.18781,0.05093,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
303.0,304.0,5,0.0,0.0,0.0,0.0,0.50092,0.40188,0.02416,0.01159,0.50339,0.44237,0.31287,0.02239,0.01063,0.01343,0.46586,0.4515,0.02236,0.01267,0.35222,0.55613,0.02509,0.01473,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0]"
304.0,305.0,5,0.0,0.0,0.0,0.0,0.50024,0.39819,0.02021,0.04749,0.50278,0.44602,0.31389,0.01908,0.04364,0.02567,0.45935,0.45672,0.03055,0.03046,0.34843,0.55044,0.03106,0.02874,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
305.0,306.0,5,0.0,0.0,0.0,0.0,0.51546,0.24277,0.06029,0.00505,0.51695,0.60338,0.30522,0.05384,0.00507,0.00921,0.34862,0.74689,0.12878,0.01531,0.26335,0.29805,0.13239,0.01395,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
306.0,307.0,5,0.0,0.0,0.0,0.0,0.52021,0.24139,0.01246,0.00754,0.52173,0.60523,0.30724,0.01131,0.00728,0.01434,0.35697,0.75046,0.03481,0.01339,0.27159,0.29183,0.03717,0.01589,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
307.0,308.0,5,0.0,0.0,0.0,0.0,0.52646,0.23887,0.01249,0.00641,0.52788,0.60802,0.30827,0.01132,0.00587,0.00893,0.39219,0.75083,0.04513,0.01071,0.29797,0.28994,0.04667,0.01164,0.52161,0.43643,0.43751,0.001,0.001,0.51979,0.001,0.33229,0.7299,0.001,0.001,0.001,0.45519,0.001,0.23371,0.6773,0.001,0.001,0.001,0.49438,0.001,0.33671,0.6761,0.001,0.5005,0.5005,0.5005,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
308.0,309.0,5,0.9118,0.0,0.71885,0.0,0.51873,0.24284,0.0203,0.01156,0.52039,0.60396,0.30812,0.01999,0.01207,0.03695,0.34133,0.74851,0.04664,0.0127,0.26084,0.29226,0.05376,0.02582,0.32346,0.79024,0.62355,0.29381,0.41377,0.24798,0.40311,0.39328,0.44164,0.39608,0.52355,0.62932,0.73137,0.5928,0.74926,0.67387,0.67312,0.3529,0.47207,0.68222,0.5544,0.7789,0.51542,0.51225,0.43029,0.91815,0.50489,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0]"
309.0,310.0,5,0.0,0.0,0.66924,0.0,0.48376,0.30754,0.20629,0.21746,0.48635,0.53729,0.28971,0.17949,0.18986,0.10051,0.40656,0.80399,0.16466,0.19264,0.2893,0.26967,0.14483,0.18881,0.7722,0.39651,0.85044,0.09731,0.48186,0.76233,0.07514,0.56085,0.84212,0.26941,0.26486,0.25485,0.37482,0.34724,0.46528,0.50771,0.3029,0.10928,0.73437,0.86912,0.08787,0.70737,0.86981,0.42955,0.26878,0.65015,0.31449,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.333333333333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.666666666667, 0.0, 0.0, 0.0]"
310.0,311.0,5,0.82359,0.0,0.62955,0.0,0.39327,0.58162,0.09356,0.26115,0.4044,0.27807,0.27096,0.0764,0.21373,0.05727,0.59644,0.63192,0.08932,0.18331,0.39498,0.44011,0.07762,0.20387,0.68884,0.89274,0.63778,0.05581,0.32188,0.67675,0.11005,0.51591,0.79481,0.21663,0.08649,0.80987,0.93149,0.09458,0.53346,0.90319,0.39179,0.0566,0.35668,0.67469,0.09224,0.59764,0.75295,0.30267,0.51694,0.47916,0.77929,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
311.0,312.0,5,0.73539,0.0,0.59978,0.0,0.39585,0.62435,0.01716,0.00821,0.40807,0.24289,0.26129,0.01522,0.00719,0.01643,0.59971,0.58815,0.04563,0.01213,0.38594,0.48861,0.04803,0.01369,0.70641,0.88272,0.5522,0.04404,0.35561,0.69183,0.07774,0.52426,0.81681,0.22643,0.04266,0.79211,0.92718,0.0589,0.50473,0.93203,0.35432,0.03025,0.2047,0.59701,0.03176,0.45457,0.73453,0.13727,0.11688,0.40019,0.51359,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
