start,end,location_idx,2d_movement_mean_x,2d_movement_mean_y,2d_movement_std_x,2d_movement_std_y,3d_movement_mean_x,3d_movement_mean_y,3d_movement_mean_z,3d_movement_std_x,3d_movement_std_y,3d_movement_std_z,2d_shape_mean_width,2d_shape_mean_height,2d_shape_std_width,2d_shape_std_height,3d_shape_mean_width,3d_shape_mean_height,3d_shape_std_width,3d_shape_std_height,x_mean,y_mean,z_mean,x_average_jerk,x_average_absolute_value,x_median,x_std_dev,x_max_value,x_min_value,x_max_absolute_value,y_average_jerk,y_average_absolute_value,y_median,y_std_dev,y_max_value,y_min_value,y_max_absolute_value,z_average_jerk,z_average_absolute_value,z_median,z_std_dev,z_max_value,z_min_value,z_max_absolute_value,xy_corr,xz_corr,yz_corr,target_vector
253.0,254.0,5,0.55189,0.14586,0.00422,0.00515,0.5812,0.71787,0.27321,0.00411,0.00568,0.00503,0.37453,0.67061,0.02666,0.0135,0.33143,0.2633,0.02382,0.01566,0.14851,0.62706,0.57001,0.01296,0.73249,0.09204,0.00858,0.01582,0.64134,0.21037,0.01531,0.34374,0.62139,0.01545,0.22978,0.84587,0.0947,0.00675,0.30277,0.57961,0.00947,0.17854,0.74636,0.0853,0.1825,0.51317,0.45195,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
254.0,255.0,5,0.55356,0.16345,0.04464,0.19686,0.58238,0.70016,0.27061,0.0312,0.22062,0.10392,0.38358,0.65856,0.08496,0.13774,0.33694,0.2802,0.05476,0.18435,0.14388,0.60068,0.53277,0.04139,0.74089,0.08408,0.03095,0.02343,0.62928,0.22452,0.02784,0.29732,0.59596,0.0599,0.2302,0.79989,0.09519,0.02696,0.24238,0.55983,0.10157,0.19476,0.66158,0.10336,0.62067,0.63374,0.92917,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
255.0,256.0,5,0.57026,0.36653,0.01193,0.02909,0.59479,0.50164,0.24945,0.0104,0.03031,0.00833,0.48198,0.4458,0.04394,0.07117,0.39954,0.53695,0.0375,0.07532,0.10079,0.44438,0.33544,0.13116,0.81903,0.07463,0.17411,0.04026,0.49405,0.38313,0.28671,0.18111,0.45263,0.27054,0.2875,0.61545,0.16254,0.20498,0.19397,0.38354,0.27845,0.25379,0.42208,0.16909,0.73004,0.2963,0.31466,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
256.0,257.0,5,0.5664,0.38468,0.01634,0.04358,0.59151,0.48498,0.25155,0.01696,0.04564,0.02105,0.49119,0.42308,0.01458,0.0429,0.40871,0.55808,0.01258,0.04293,0.12835,0.40693,0.24652,0.10581,0.76905,0.0816,0.13895,0.0759,0.55272,0.31432,0.11302,0.09347,0.40071,0.11635,0.1758,0.69069,0.06396,0.07679,0.22379,0.26036,0.10434,0.10058,0.49697,0.10236,0.70286,0.39865,0.49994,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
257.0,258.0,5,0.56332,0.40068,0.006,0.00453,0.58834,0.47014,0.2505,0.0061,0.00474,0.00694,0.48684,0.41068,0.03216,0.001,0.40405,0.57222,0.02646,0.00244,0.13276,0.37184,0.2465,0.01643,0.76106,0.07911,0.01253,0.00701,0.62969,0.22403,0.02938,0.10737,0.36717,0.02479,0.13511,0.71472,0.04151,0.02672,0.22381,0.26883,0.02188,0.05597,0.53653,0.07426,0.50316,0.71208,0.32481,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
258.0,259.0,5,0.56503,0.39957,0.00648,0.00418,0.59039,0.47122,0.25256,0.00748,0.00439,0.01403,0.47412,0.41068,0.02185,0.001,0.39585,0.56982,0.01751,0.00417,0.12888,0.3835,0.25554,0.01691,0.7681,0.07264,0.01078,0.00661,0.63011,0.22354,0.02318,0.08685,0.37366,0.02575,0.13927,0.72413,0.03272,0.01992,0.20916,0.27674,0.02185,0.06138,0.54289,0.06974,0.29974,0.39295,0.71451,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.9, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.0]"
259.0,260.0,5,0.56352,0.36335,0.02945,0.15186,0.58833,0.50422,0.24938,0.03469,0.15506,0.07259,0.45831,0.46319,0.09783,0.24252,0.38059,0.51967,0.09178,0.23899,0.10585,0.4858,0.2794,0.05686,0.80985,0.05125,0.06668,0.01943,0.59308,0.26698,0.08297,0.12807,0.48184,0.13196,0.21359,0.73458,0.07567,0.05727,0.17557,0.30499,0.08796,0.115,0.50827,0.09433,0.57012,0.48187,0.50389,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8, 0.0]"
260.0,261.0,5,0.57614,0.20441,0.0519,0.029,0.59722,0.64523,0.23488,0.04653,0.02909,0.01017,0.39682,0.74635,0.02334,0.04446,0.3215,0.2525,0.01924,0.04514,0.16217,0.60621,0.51089,0.046,0.70772,0.10995,0.0707,0.04346,0.62012,0.23526,0.05657,0.30705,0.60408,0.08497,0.25802,0.8072,0.12789,0.02914,0.21709,0.55474,0.12251,0.17764,0.60436,0.08429,0.26835,0.19312,0.84367,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
261.0,262.0,5,0.56534,0.19189,0.03149,0.01099,0.58836,0.65899,0.24074,0.03076,0.01301,0.01961,0.40266,0.76184,0.04985,0.001,0.32989,0.22535,0.04401,0.00863,0.14125,0.6175,0.55762,0.01296,0.74566,0.08359,0.01145,0.01462,0.63635,0.21622,0.02496,0.32691,0.60949,0.025,0.23892,0.84064,0.10544,0.01289,0.28267,0.56831,0.02356,0.18034,0.72941,0.0873,0.34726,0.55773,0.4973,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
262.0,263.0,5,0.55615,0.20014,0.02745,0.01283,0.57888,0.64952,0.23599,0.02732,0.01549,0.02655,0.40121,0.75963,0.03929,0.01477,0.32454,0.23694,0.02867,0.02323,0.14149,0.61863,0.55808,0.01219,0.74523,0.08558,0.01263,0.01382,0.63635,0.21622,0.01553,0.32889,0.60949,0.02733,0.23767,0.83907,0.10397,0.01219,0.28342,0.56944,0.01569,0.17674,0.73294,0.08329,0.49598,0.43291,0.44946,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
263.0,264.0,5,0.56448,0.19341,0.02237,0.00605,0.58737,0.65722,0.23984,0.02242,0.00679,0.01986,0.38988,0.75926,0.03494,0.01553,0.31923,0.22976,0.02762,0.01426,0.13762,0.61266,0.55151,0.02514,0.75224,0.08458,0.0228,0.01822,0.62969,0.22403,0.01409,0.3184,0.60408,0.01346,0.22314,0.83698,0.08689,0.01764,0.27276,0.56039,0.02359,0.17989,0.72729,0.0868,0.41158,0.55618,0.53468,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3, 0.0, 0.0]"
264.0,265.0,5,0.56311,0.31804,0.06316,0.44715,0.58596,0.54399,0.23935,0.05292,0.46011,0.06006,0.39813,0.59292,0.12826,0.43863,0.3255,0.40032,0.11063,0.45643,0.17187,0.60922,0.46887,0.18285,0.69013,0.10896,0.18922,0.08952,0.51028,0.3641,0.1829,0.31632,0.57325,0.25325,0.33608,0.74712,0.21964,0.12325,0.16292,0.50107,0.13512,0.1853,0.56762,0.09282,0.46288,0.32091,0.35693,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0]"
265.0,266.0,5,0.49344,0.54364,0.23574,0.02439,0.52077,0.34233,0.23413,0.21689,0.02038,0.13884,0.47193,0.51175,0.13517,0.16955,0.37547,0.48833,0.08893,0.14553,0.10347,0.65941,0.39962,0.12194,0.81418,0.02538,0.2229,0.08312,0.54814,0.31968,0.10992,0.40066,0.63166,0.15061,0.31199,0.80145,0.19133,0.07302,0.18614,0.40162,0.23867,0.21414,0.55137,0.12493,0.50819,0.41709,0.74153,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
266.0,267.0,5,0.50404,0.5529,0.03352,0.01341,0.5289,0.33971,0.21418,0.02974,0.0114,0.03277,0.46623,0.56561,0.0664,0.001,0.35378,0.46282,0.0462,0.01106,0.15171,0.5405,0.26793,0.20381,0.72669,0.12239,0.21533,0.09033,0.49696,0.37971,0.24113,0.2559,0.52781,0.26584,0.28791,0.62067,0.16303,0.12087,0.20624,0.26375,0.14816,0.13168,0.49697,0.10236,0.56125,0.55602,0.29977,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
267.0,268.0,5,0.49937,0.55222,0.03267,0.01067,0.52505,0.3389,0.2191,0.02802,0.00993,0.01097,0.45856,0.56998,0.04879,0.01757,0.35231,0.4511,0.03947,0.01923,0.12343,0.56785,0.40533,0.11974,0.77797,0.08259,0.12662,0.04867,0.55979,0.30602,0.2205,0.28153,0.55269,0.23491,0.26258,0.65934,0.13326,0.22242,0.16896,0.43552,0.23943,0.25965,0.48566,0.17561,0.49767,0.2334,0.34126,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
268.0,269.0,5,0.49176,0.55005,0.05334,0.00813,0.51826,0.34037,0.22052,0.04548,0.0069,0.05821,0.46387,0.57395,0.05263,0.01422,0.35755,0.44508,0.04967,0.01923,0.14452,0.65655,0.39671,0.06953,0.73972,0.09453,0.08278,0.04947,0.6093,0.24794,0.24728,0.39562,0.63923,0.22496,0.35476,0.76645,0.2416,0.08997,0.11754,0.43495,0.14883,0.1506,0.53159,0.07777,0.71673,0.13506,0.25413,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
269.0,270.0,5,0.49006,0.47691,0.08979,0.20203,0.51616,0.40421,0.20928,0.07363,0.19545,0.17241,0.42881,0.57998,0.07151,0.17141,0.32151,0.4574,0.08052,0.14233,0.10733,0.66252,0.33072,0.30861,0.80716,0.08607,0.39734,0.17645,0.40543,0.48708,0.35903,0.44963,0.64951,0.41688,0.42244,0.71629,0.32115,0.20369,0.23502,0.3389,0.29339,0.23171,0.4023,0.16959,0.59617,0.73738,0.5876,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0]"
270.0,271.0,5,0.49785,0.24199,0.06138,0.14584,0.5237,0.60657,0.21713,0.05913,0.15784,0.20939,0.38423,0.80849,0.06245,0.11369,0.29447,0.22485,0.03406,0.13203,0.17794,0.59359,0.46689,0.13928,0.67913,0.11742,0.17408,0.10434,0.56312,0.30212,0.08119,0.29769,0.60083,0.15727,0.263,0.73771,0.13374,0.0333,0.13556,0.47959,0.04865,0.15826,0.65946,0.06272,0.37182,0.69061,0.64559,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
271.0,272.0,5,0.51737,0.20957,0.03363,0.00938,0.54228,0.63891,0.23059,0.03007,0.00952,0.0051,0.39426,0.77266,0.05791,0.00815,0.31345,0.23401,0.04735,0.00927,0.13389,0.60863,0.52602,0.0247,0.759,0.08259,0.03178,0.01822,0.61971,0.23574,0.01786,0.31131,0.59867,0.03089,0.24141,0.83542,0.10837,0.01408,0.23143,0.54005,0.01849,0.16367,0.71386,0.06874,0.27359,0.7153,0.36494,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
272.0,273.0,5,0.52873,0.20782,0.00585,0.0069,0.55279,0.64068,0.23115,0.00533,0.00675,0.00351,0.39791,0.77365,0.02005,0.01274,0.31726,0.23193,0.0166,0.01238,0.13786,0.61164,0.54371,0.01121,0.75181,0.0816,0.00808,0.01061,0.63593,0.21671,0.01265,0.3166,0.60462,0.01146,0.22314,0.84116,0.08689,0.01368,0.26012,0.55474,0.01698,0.17133,0.72729,0.07727,0.19503,0.31342,0.67669,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
273.0,274.0,5,0.52769,0.21192,0.01322,0.00599,0.55163,0.63636,0.22943,0.01294,0.00627,0.01733,0.40121,0.77254,0.0333,0.00722,0.31829,0.23646,0.02791,0.01162,0.1364,0.60698,0.53652,0.00739,0.75445,0.0811,0.0085,0.00941,0.63593,0.21671,0.01322,0.3084,0.60029,0.01295,0.22106,0.83489,0.08445,0.0148,0.24846,0.54966,0.01639,0.16727,0.71952,0.07275,0.17551,0.27058,0.84712,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2]"
274.0,275.0,5,0.5338,0.2137,0.07157,0.02833,0.55713,0.63451,0.22876,0.06362,0.02785,0.01163,0.36579,0.77035,0.13239,0.01378,0.29097,0.23999,0.10407,0.01229,0.12343,0.58773,0.50606,0.02416,0.77797,0.07413,0.0341,0.01702,0.61804,0.2377,0.02085,0.27453,0.59867,0.059,0.22106,0.80145,0.08445,0.0223,0.19906,0.53836,0.06325,0.16322,0.66794,0.06824,0.94885,0.90773,1.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.8]"
275.0,276.0,5,0.54418,0.20752,0.06645,0.0432,0.56901,0.64726,0.24642,0.03455,0.06768,0.39421,0.29726,0.73705,0.04351,0.22058,0.24984,0.24327,0.08602,0.12189,0.1412,0.59036,0.5053,0.07244,0.74575,0.101,0.1069,0.05708,0.59474,0.26502,0.05856,0.27916,0.58623,0.12487,0.24805,0.77272,0.11618,0.06123,0.2135,0.48807,0.18495,0.21774,0.6086,0.12895,0.52,0.79009,0.82618,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
276.0,277.0,5,0.53103,0.30389,0.03493,0.11366,0.57109,0.58192,0.35876,0.06345,0.12751,0.33207,0.30978,0.42856,0.05815,0.13887,0.32965,0.42554,0.05775,0.18467,0.11698,0.42085,0.43122,0.40442,0.78967,0.11045,0.38524,0.17725,0.35966,0.54076,0.37544,0.39196,0.40395,0.5259,0.35227,0.4796,0.26112,0.20102,0.27663,0.34681,0.35492,0.28714,0.50615,0.20622,0.62895,0.47423,0.72755,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3, 0.0, 0.0]"
277.0,278.0,5,0.53914,0.31278,0.01908,0.01855,0.58342,0.57658,0.37881,0.02002,0.02588,0.03345,0.33679,0.4591,0.01899,0.01655,0.37032,0.35949,0.01938,0.02421,0.38124,0.75064,0.7766,0.30642,0.33365,0.39055,0.32441,0.20408,0.52068,0.35189,0.64918,0.64573,0.68088,0.60687,0.62091,0.52453,0.55443,0.28483,0.63775,0.7689,0.30637,0.37996,0.65664,0.30958,0.20041,0.32824,0.43472,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
278.0,279.0,5,0.54311,0.31769,0.00922,0.00649,0.58787,0.57022,0.37593,0.01017,0.00863,0.00975,0.33871,0.45475,0.001,0.01583,0.37045,0.36889,0.00236,0.02023,0.3703,0.70341,0.91178,0.07332,0.33027,0.36219,0.17379,0.12557,0.58975,0.27088,0.062,0.47809,0.6798,0.14468,0.35518,0.85161,0.24209,0.04509,0.85695,0.89716,0.07749,0.37275,0.93288,0.30155,0.03414,0.02054,0.86553,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
279.0,280.0,5,0.51938,0.30666,0.11617,0.07923,0.55872,0.58262,0.37346,0.13926,0.10374,0.06378,0.40963,0.41638,0.33727,0.07236,0.43999,0.42331,0.36411,0.10137,0.21701,0.60815,0.44862,0.26417,0.63339,0.09453,0.36103,0.22852,0.51943,0.35336,0.40606,0.39479,0.61814,0.39029,0.42618,0.64105,0.32554,0.33932,0.416,0.36602,0.52569,0.33986,0.44398,0.26492,0.64949,0.60825,0.28632,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0]"
280.0,281.0,5,0.52215,0.29399,0.024,0.01616,0.56452,0.60305,0.39718,0.02329,0.02341,0.10637,0.64276,0.32409,0.04879,0.14902,0.70564,0.52459,0.04212,0.19412,0.43919,0.81936,0.42738,0.33989,0.47391,0.47015,0.53441,0.33827,0.48157,0.39777,0.56023,0.68213,0.82476,0.46271,0.57441,0.77951,0.49977,0.34903,0.48724,0.43835,0.61915,0.30291,0.09426,0.38836,0.4866,0.928,0.26474,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3, 0.0, 0.0, 0.0, 0.0, 0.0]"
281.0,282.0,5,0.52264,0.2988,0.01434,0.00754,0.56602,0.59893,0.40496,0.01679,0.01044,0.01636,0.63146,0.25724,0.01502,0.04181,0.70287,0.61011,0.0181,0.06078,0.76048,0.83075,0.72847,0.12391,0.37931,0.71741,0.13325,0.3591,0.87226,0.21915,0.27706,0.70217,0.81123,0.23655,0.42493,0.84796,0.32408,0.17774,0.55971,0.71013,0.17219,0.34707,0.75767,0.27295,0.50753,0.7001,0.8309,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
282.0,283.0,5,0.52216,0.30196,0.00922,0.00342,0.56555,0.59533,0.40637,0.0111,0.00444,0.00478,0.63036,0.24861,0.001,0.01648,0.70337,0.62099,0.00202,0.02396,0.81403,0.59509,0.83008,0.15442,0.48006,0.79353,0.18051,0.36751,0.8111,0.2294,0.2144,0.33438,0.64302,0.297,0.29289,0.6886,0.16888,0.13345,0.72447,0.85083,0.1654,0.34121,0.79087,0.26643,0.31083,0.33467,0.69306,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
283.0,284.0,5,0.52088,0.30187,0.00367,0.00278,0.56394,0.5955,0.40666,0.00422,0.00365,0.01209,0.63036,0.25163,0.001,0.01997,0.70372,0.61649,0.004,0.0283,0.80778,0.67058,0.83025,0.01933,0.46507,0.78309,0.01881,0.29341,0.91887,0.13911,0.07121,0.42032,0.66412,0.08382,0.29622,0.82653,0.17279,0.03181,0.72475,0.8384,0.0421,0.28669,0.85446,0.20572,0.2848,0.87859,0.14874,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4]"
284.0,285.0,5,0.51512,0.30252,0.03145,0.01411,0.55601,0.59344,0.40082,0.03909,0.01938,0.02365,0.59543,0.26181,0.07089,0.04637,0.65937,0.60715,0.0827,0.06666,0.75552,0.76106,0.74872,0.30378,0.3703,0.74378,0.21277,0.38354,0.82899,0.24892,0.32598,0.57954,0.73227,0.25368,0.38922,0.82392,0.28211,0.1498,0.59255,0.79715,0.21711,0.30065,0.70751,0.22127,0.40789,0.63118,0.33547,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
285.0,286.0,5,0.51097,0.31851,0.00478,0.00859,0.55065,0.57371,0.40008,0.00549,0.01212,0.01901,0.58431,0.24647,0.001,0.01429,0.6466,0.62902,0.00555,0.01942,0.65683,0.77278,0.8377,0.10811,0.19461,0.64428,0.09885,0.27298,0.81193,0.11422,0.25588,0.60015,0.75498,0.2909,0.40542,0.77272,0.30114,0.12454,0.73683,0.85309,0.15733,0.34572,0.77745,0.27145,0.32407,0.43562,0.52002,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
286.0,287.0,5,0.51328,0.31656,0.01841,0.00687,0.55371,0.57634,0.40141,0.02285,0.0097,0.01174,0.58431,0.24757,0.001,0.02143,0.64808,0.62637,0.00371,0.03012,0.68635,0.72196,0.87491,0.01796,0.24486,0.65423,0.01449,0.24014,0.86977,0.0742,0.03008,0.51073,0.71983,0.02798,0.27089,0.88505,0.14302,0.02045,0.79717,0.8723,0.02059,0.30111,0.92794,0.22177,0.37127,0.37072,0.67047,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
287.0,288.0,5,0.51444,0.31641,0.00756,0.0041,0.5553,0.57677,0.40272,0.00886,0.00538,0.00665,0.58431,0.24472,0.001,0.01325,0.64952,0.62938,0.00242,0.01877,0.67746,0.71711,0.88728,0.01999,0.22875,0.64378,0.014,0.23893,0.86686,0.07274,0.01764,0.5022,0.71117,0.017,0.26798,0.88819,0.1396,0.01774,0.81722,0.88756,0.01883,0.30426,0.93076,0.22529,0.74258,0.38582,0.35312,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
288.0,289.0,5,0.51574,0.31551,0.0057,0.00348,0.55684,0.57762,0.40136,0.00669,0.00464,0.00908,0.58431,0.24175,0.001,0.01707,0.64802,0.63459,0.00304,0.02438,0.67741,0.7162,0.88414,0.01944,0.22866,0.64378,0.01642,0.24454,0.86894,0.07957,0.02274,0.50059,0.71117,0.02451,0.26798,0.88087,0.1396,0.02111,0.81213,0.88643,0.01667,0.30291,0.93076,0.22378,0.33455,0.60159,0.53535,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
289.0,290.0,5,0.51391,0.31622,0.00367,0.00293,0.55455,0.57685,0.40188,0.00412,0.00373,0.00529,0.58431,0.24641,0.001,0.01085,0.6486,0.62767,0.00208,0.01593,0.67488,0.71147,0.89642,0.01099,0.22407,0.64378,0.00852,0.23613,0.87018,0.06932,0.01098,0.49227,0.70468,0.01258,0.26134,0.88505,0.13179,0.0117,0.83204,0.8966,0.01205,0.30786,0.94489,0.2293,0.54221,0.49366,0.38057,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3]"
290.0,291.0,5,0.52188,0.30893,0.04297,0.01151,0.56446,0.58533,0.39959,0.05127,0.01463,0.02278,0.59692,0.24765,0.02642,0.01972,0.65955,0.62778,0.02702,0.02895,0.78953,0.75177,0.71596,0.14586,0.43198,0.72587,0.19009,0.38354,0.84605,0.24892,0.27596,0.59476,0.77175,0.42431,0.51835,0.71368,0.43388,0.36507,0.5449,0.71861,0.32244,0.37005,0.61919,0.29854,0.50755,0.49317,0.48788,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1]"
291.0,292.0,5,0.5251,0.31138,0.00845,0.0107,0.56846,0.58217,0.39873,0.01072,0.01482,0.01792,0.61842,0.24658,0.02805,0.0289,0.68148,0.62991,0.02903,0.04141,0.80945,0.68874,0.83555,0.22148,0.47659,0.77065,0.24333,0.40036,0.79945,0.26942,0.20608,0.45304,0.64356,0.31403,0.39836,0.756,0.29284,0.14574,0.73334,0.85139,0.18986,0.36059,0.78169,0.28801,0.5032,0.91161,0.75567,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
292.0,293.0,5,0.52498,0.31425,0.00567,0.00439,0.56826,0.57857,0.39827,0.00648,0.00581,0.00565,0.61563,0.24667,0.01167,0.02289,0.67802,0.6301,0.01253,0.0326,0.82741,0.6276,0.84852,0.04654,0.50067,0.80498,0.03364,0.31144,0.92344,0.16107,0.03827,0.34468,0.62139,0.03436,0.23559,0.82967,0.10153,0.02408,0.75438,0.85196,0.02247,0.28984,0.90533,0.20923,0.35327,0.59806,0.37967,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
