features,value1,value2,value3,value4,value5,value6,value7,value8,value9,value10,value11,value12,value13,value14,value15,value16,value17,value18,value19,value20,value21,value22,value23,value24,value25,value26,value27,value28,value29,value30,value31,value32,value33,value34,value35,value36,value37,value38,value39,value40,value41,value42,value43,value44,value45,value46,value47,value48,value49,value50,value51,value52,value53,value54,value55,value56,value57,value58,value59,value60,value61,value62,value63,value64,value65,value66,value67,value68,value69,value70,value71,value72,value73,value74,value75,value76,value77,value78,value79,value80,value81,value82,value83,value84,value85,value86,value87,value88,value89,value90,value91,value92,value93,value94,value95,value96,value97,value98,value99,mean
yz_corr,0.02146979575211976,0.010291968038931096,0.01544599493788242,0.018363135181970507,0.01723039952246104,0.01913426517873197,0.012894140581847076,0.009568173637216973,0.028760979619085324,0.014228050019926676,0.039131833925779735,0.02637086741265239,0.021790202342973415,0.02387551915094116,0.02860329210549308,0.019768931367747558,0.029772434259343845,0.03283709007179044,0.027992862224544585,0.0240210774341714,0.01733497551493176,0.012391587720069342,0.01518020249109458,0.01872256662278785,0.019068446379566006,0.018361032934129766,0.011068065029411503,0.00794986996926792,0.028592921223405555,0.015392619191168218,0.03744349487181487,0.035156675158602615,0.02148380570630095,0.021049607555860647,0.03125399494370255,0.030283935284146822,0.029823326460227843,0.03506997961411103,0.028221297546241128,0.02298170565029141,0.01821270237262575,0.004558041420673603,0.017077372972038384,0.018006923493572812,0.016163193467238404,0.020209935403219453,0.010438303262497527,0.007799752317828003,0.028477475580304282,0.015863674612662,0.03571698475813757,0.03698982823978025,0.018398908930458847,0.02155332214103182,0.024348220269134746,0.024867440008608063,0.034654191826616,0.03379180684713396,0.028926975282975102,0.015849613892328456,0.02637524463514398,0.009494595917213553,0.019980953958562638,0.0180527197944167,0.01708390332256296,0.019116979401841573,0.011604642508890954,0.008448288827238085,0.020782497756661175,0.015270378914080769,0.03586674418140915,0.03262874356312761,0.0209781793882626,0.023693118993582014,0.02813176071746239,0.026020766216394323,0.03134036878457837,0.03175520567911269,0.02741954398720325,0.021200690487537033,0.020434098988764898,0.011150614305295561,0.01895234469393623,0.018515878329671092,0.01970903395036758,0.02417429631807892,0.013387956249113904,0.009642633973523242,0.030483730737186708,0.016630803412709817,0.03435375353623681,0.026735586084764406,0.024409226448741318,0.026504877833465022,0.030554899586035335,0.02693048097093736,0.03374481382532597,0.03280485519054082,0.026714591435709423,0.022438036289265585
y_max_absolute_value,0.02014362360759355,0.01661620921662393,0.013793557077573706,0.018292174684320598,0.024824117497233393,0.025477709636263317,0.017491332481883365,0.011952450280651408,0.024996331424774847,0.019120078788905454,0.02218053262950342,0.028124535426627465,0.026382369842118353,0.02761093571924779,0.02534115931605203,0.02392591925884694,0.02662963789211562,0.023918202399163493,0.022085517414549703,0.03366095046207336,0.01800548623345606,0.022455936407513373,0.021214628035182734,0.01777497534307678,0.026274690328961996,0.027658004813389692,0.01966405229182576,0.012280586278826803,0.025993233790337605,0.020242940856889283,0.025784043982300532,0.027523731697457657,0.02641307114992919,0.02747055562178611,0.027217488137462213,0.024895794000238395,0.025655676160170643,0.0272619763480412,0.023576388690170594,0.029704476073676444,0.02249090765623414,0.019729662793826545,0.02200710056157902,0.018606387699961643,0.0242156866180763,0.02778922916871534,0.014846352303920864,0.010520093148201522,0.026964834722228527,0.02015864346314953,0.022827497422146868,0.025754116786322084,0.028420519734356515,0.0262250889371393,0.02612298573504987,0.027004860064149067,0.021741578137397535,0.02955931283801696,0.0239055174710594,0.023344990571118256,0.01698517102128796,0.013191465504130117,0.019792335188899095,0.019269121818777823,0.02393423394502943,0.024267983875423792,0.014586101981124528,0.011385030512011651,0.020436173675275882,0.01689416801917956,0.02319372338277035,0.02444813792597742,0.024185878011387975,0.024601314681177683,0.026101028428326956,0.02285760201274712,0.023859336615148247,0.02337319518161637,0.02382916932042986,0.028074787455007952,0.0222807997141493,0.01900427692205078,0.01686410996778779,0.018737330535385146,0.02671300778374592,0.02498221337380426,0.01724244226194644,0.011369778194203171,0.02369675990630158,0.019511071164249008,0.022254429580996764,0.028558180583461875,0.027481962273890787,0.023212076996512346,0.027165875030428027,0.02463854696567866,0.023950659737186596,0.025452485969222526,0.02243883274006643,0.022653446923093543
z_max_absolute_value,0.020888234143221555,0.014335369419496185,0.02178071639340987,0.020953623378720438,0.02271964911460963,0.024103969926951314,0.01859037923458936,0.012603944727952104,0.028241559612274144,0.015754633891168265,0.02183883409731954,0.033758152973299094,0.026813816096623956,0.020706541406998492,0.02484373033588651,0.02426617534506534,0.022330314402704707,0.022733274056648177,0.022212817462575408,0.022309600339250658,0.02315120507337045,0.018929710882474783,0.021893168547150097,0.01946583212228537,0.024376770389418916,0.027347430138660596,0.02129673260269846,0.011181894578411608,0.022431561063250186,0.017048522323261348,0.024911927118161866,0.0336791872734654,0.02711340045506458,0.022571296957633866,0.02403730735374953,0.027292474647020802,0.02321977510507716,0.02322066214797797,0.022668615881127795,0.027630898463745394,0.02266129111390946,0.01606313335135003,0.023569061956144038,0.020015111016409817,0.022020650445986445,0.029239437321321234,0.01824339618768023,0.00955453702511094,0.025281756200926275,0.015811752737950994,0.025862317951852235,0.028144067354370986,0.02480697055971304,0.02799896204183472,0.021141616328178046,0.02351061374297171,0.02379661744691285,0.025300943688836997,0.023281310987526938,0.031463056047316126,0.02500971027538261,0.010597204406330165,0.017947410872633834,0.019363410438235733,0.019690850752440706,0.027544910658722034,0.01597942152468445,0.01116080458341814,0.022075733299223008,0.016992632532935443,0.025357119709429863,0.03482538798515883,0.028194084347435564,0.02116730772801456,0.025169702094725258,0.026237523561439866,0.023936043779936602,0.025825610426276954,0.022415168708590723,0.029674250695172856,0.02522641293456607,0.025233332730444008,0.020073329006785455,0.01989494785441145,0.02266753773558911,0.025229126211681965,0.015364045830061417,0.011128532191296897,0.024696409364620094,0.016583485983702347,0.023487070140405495,0.0368771854427567,0.028901481354114654,0.021205769681387335,0.02638089813917418,0.025054737457660035,0.022004294794224034,0.024346168705677063,0.024268453465848307,0.022735432529228963
xz_corr,0.020574960090373726,0.016217033117624544,0.01596230175523965,0.018466472588956073,0.020152632725341436,0.023518328504577156,0.011231930042585856,0.010791275864845538,0.03163192293231193,0.015544713548263724,0.03630462525681091,0.03528295541255548,0.025112127176632748,0.023927058017910525,0.030597329659696713,0.027267443937200198,0.027634844352714072,0.04148680748539598,0.02686892726603705,0.01986219409224845,0.018374271139989917,0.005534093910438763,0.014943129399743156,0.0187883403515071,0.02231209731387756,0.020831289054279025,0.012242590934136216,0.009823141343072685,0.01773949079897187,0.016386417802787445,0.03259534257640012,0.032057291005312696,0.030444074214865918,0.028023823553595152,0.0271225790220161,0.032712812468632294,0.0261451222207805,0.03655119348270616,0.02587142250345749,0.015074850001165891,0.01673933651238484,0.013064484190132153,0.014651088068170474,0.018844438783507833,0.02338782984517117,0.01960712170269475,0.010556771148812837,0.008504223396778393,0.021458280774969786,0.01625731970077551,0.030822518057957406,0.03413666406852486,0.029252768350079984,0.022537558911968014,0.028298547319658574,0.03032682378158778,0.02863086067509487,0.03513628580418706,0.026632381807827198,0.018612899865074292,0.019162516108737825,0.021894409705255576,0.014442474895383691,0.018653119480119346,0.017470084361906307,0.021782985660359445,0.01162717668345242,0.008414233384923309,0.019933273808789297,0.016053543560569556,0.034752345505447695,0.030733496032750173,0.02794643984450323,0.021530086478725632,0.026956813109112153,0.024601061034032864,0.027595844218126636,0.036337237672644726,0.025150576335094918,0.017086250128839537,0.023727994093709,0.01691773764586419,0.015526708303082462,0.019916529165211347,0.024594549557420065,0.02294920141750282,0.011858179116837704,0.009675486282677177,0.0242018290345568,0.017914588272370316,0.0334711265606149,0.028166441730058826,0.02844941973115828,0.025117701399392723,0.024516529308955426,0.0256953232008757,0.02504176783151156,0.03729655220422779,0.02590025479377199,0.02275282169039383
y_std_dev,0.022306122993495204,0.019146131854966712,0.016570398492129452,0.02261019680127694,0.02277615415429471,0.021078665071096476,0.019595699832410298,0.01326754338330925,0.018771511460807765,0.01740141262949763,0.024869934841675902,0.025043135885464616,0.02690370328523975,0.025585909281246096,0.024624281142222138,0.025864050771519778,0.022186729224329425,0.027495189802321403,0.02730653268525101,0.027494931393819155,0.01997813043550847,0.02867019586838624,0.01954467793658039,0.02321267196671729,0.0261281812233564,0.01919302700111746,0.025322153903886823,0.016122805903687327,0.014344121597081396,0.019779546049103494,0.022113983870256128,0.027440745547624646,0.030125705784828663,0.029841634021144387,0.030541581322722278,0.02391231749743816,0.024697400918656815,0.027880786809553235,0.028824559704918325,0.031107031176780195,0.02321493066933765,0.02467225496455419,0.015659949036587496,0.025282035663060854,0.02459581894753702,0.021774729829512986,0.01832529027985056,0.011185755021767519,0.018698357133499512,0.018217149664420625,0.02495608120616196,0.02372978896952252,0.02252744909907829,0.024676341674448012,0.027486262293459535,0.025356972097747253,0.024208698292121453,0.030137864919164113,0.02693269046613226,0.025889994056854063,0.01981669127367967,0.023248118586896502,0.018647456404484838,0.02502120684644239,0.024648463152752167,0.02409004527377874,0.01985278692354245,0.014619734982558929,0.018167912961454372,0.01723148319741052,0.023759920139244887,0.02364880006798828,0.02578648754021635,0.021705374402460294,0.027557690074691485,0.02287837736955559,0.0255631404226514,0.025060881799834712,0.025006615918476915,0.018947409025263227,0.01955271054862144,0.01604559549591084,0.020502696882438238,0.0238249181731517,0.023274763238812314,0.02171747273633286,0.01995001913753555,0.01563407607218469,0.014725335927977208,0.019007432180127067,0.02439324031400414,0.023043433163636468,0.027721514636941738,0.025203479052795165,0.02760468202963808,0.024358292646655275,0.02691950736328891,0.026969498230723456,0.026256707867582302,0.022920928079517993
y_min_value,0.022079758329397944,0.011594154226533891,0.026125033751891187,0.021716639797338854,0.01940386245110006,0.03049097018832005,0.017881893992838443,0.015564448710663098,0.02979176255522572,0.016891637820253165,0.023568268305602855,0.023052843679952396,0.021498314859611567,0.02519499349436833,0.022623721684525894,0.026055682706597062,0.02220122215717087,0.022996550094304888,0.02609036889557985,0.022446297802327514,0.02206522799431727,0.012750649634756512,0.026391291713216636,0.02045791985378793,0.02190317552715576,0.03354533974040035,0.01982539298914341,0.015716902523875496,0.027919120055357904,0.017741234980181507,0.02414866725766789,0.02308108177106305,0.026515737740241078,0.025595257922868448,0.0304414925330519,0.028015820835997175,0.02579757756311161,0.023530742082199848,0.025571321154586074,0.02174116027870608,0.031228976474081144,0.011229784888932746,0.03205176781374711,0.02130226015375917,0.020137874874168803,0.03592005040305061,0.01903936590238521,0.013640567436479078,0.027636505355197,0.0172694498053613,0.02602212616667113,0.02598245205461467,0.026656785426949405,0.02573506543101881,0.028538132307137736,0.022029723295178553,0.02494463038216183,0.024693797800054974,0.026091245867028344,0.020320127033129715,0.021911701088878438,0.008126572107577395,0.028683251740105012,0.019872100296939026,0.022348371321991398,0.030680105672982565,0.016296955029454257,0.013662970002882425,0.03052225587927107,0.01673172456009262,0.021750196191116882,0.02049654039548836,0.02285302164648844,0.026599607280885264,0.026327452083897418,0.023858964663307544,0.02120081224421925,0.022645223455086728,0.02489571827487341,0.021426926063370558,0.027456647401493187,0.009472651179786547,0.02827646619304052,0.02107084624230309,0.022134557748072613,0.027981876931057685,0.017934788350045357,0.017723538056740533,0.02579596506748775,0.017251542882831598,0.024315960454340566,0.024622579397376408,0.026146284328844555,0.03167870386833569,0.027092828623561736,0.02537105912758067,0.02122120490648121,0.024757374827554742,0.026282661860400607,0.023110830666390306
y_max_value,0.023037207320202122,0.02437366296602992,0.030118319934960367,0.01942420910085484,0.027172691518716163,0.03247434208137549,0.018027240475445853,0.013996127788177206,0.03775495451345706,0.015976409172525945,0.021278908481490562,0.02099870731962263,0.02485175738451006,0.02822255979621512,0.02250677350617722,0.02231080013167121,0.025600594566468696,0.024286864594951565,0.025610926244369468,0.02875693835770908,0.02105066689367118,0.02058539677523237,0.03712341823989682,0.020353354786296532,0.021673763899009643,0.03450764185511881,0.022051948445836567,0.013183056382437275,0.03015299771285056,0.016604988289283303,0.023271843635851653,0.022654785670592,0.03045229232215065,0.025751837152339113,0.022425940433348765,0.027628644125864098,0.022463175501534743,0.023936783552794393,0.024138347496691095,0.031533785518892514,0.02314019041055407,0.01075175209939286,0.029259283245010995,0.019697118647589225,0.021336502963248426,0.038866715432223156,0.02333869443885971,0.012189273313156813,0.02730301471184342,0.01739400925165233,0.021477128731993426,0.02345126536429051,0.02263256410325387,0.023235017364013153,0.022600386237536418,0.02591912857886644,0.02182167909946879,0.025616835140684288,0.023889254414691422,0.03474624039201619,0.023597852748045895,0.016206123153213618,0.026398585952585932,0.020286575976157604,0.02209285214344742,0.027155049642638315,0.01705021612217285,0.012362357035970764,0.038138478180376724,0.01727035019783097,0.02102583354910856,0.024896124118849935,0.025032872626455493,0.02719163016713491,0.022638898750124287,0.021651503092895673,0.024142725955886384,0.02559376578012539,0.026347301685892353,0.025900664781707414,0.026374645345823435,0.01966254834636519,0.026744105470262437,0.021957872417901207,0.023112366720625596,0.029604257480206824,0.02155590988223827,0.013811739641192786,0.027708097425740853,0.018540793471884073,0.02285790915038634,0.020105238233195637,0.026192779529533312,0.023657854715626852,0.026175334931115558,0.021309495871134017,0.022851342121907696,0.025598301656250867,0.025044699963141723,0.02378621991838505
xy_corr,0.03495021293603128,0.034122567874760035,0.016624163187267928,0.022286334789463888,0.017174529436569178,0.020998710565046697,0.010840630522703018,0.009382458794787453,0.021292162396006148,0.015727142717726048,0.029750507224765278,0.020684058601850106,0.025848842056818457,0.030359542143254314,0.02266398209316637,0.02847217323321879,0.029819220255260313,0.03265288922798224,0.028186070371124656,0.017636032433732667,0.029916425272571257,0.04541754344489066,0.016119515042410378,0.019352285451478553,0.015559887344176111,0.018013546552849747,0.01168792542874299,0.00821372650055422,0.020899091268216874,0.01635658803845291,0.02934581409262359,0.02351300767752922,0.03544031228942129,0.03401283295277592,0.02442698262169402,0.026599552300832056,0.03516120901840367,0.032479769304325744,0.030154820195291348,0.019358816122247147,0.032107899865965434,0.028934191743901983,0.01635298401716968,0.020552495529443642,0.01489826401514439,0.018984798552584777,0.009730958327646685,0.007063823163856746,0.019779950414911505,0.016149702345721814,0.03638353110234584,0.03133964181662338,0.027741291397938052,0.03355400734039183,0.02369202079531079,0.03565712099531278,0.025410294409131545,0.036790884020768494,0.028906260185474687,0.015293572964616569,0.02203686766756249,0.023190675947711785,0.01350788751678393,0.02260194359143774,0.015350032641821882,0.020058157640768078,0.012022826005899146,0.008437776485730044,0.013868131153100727,0.01620128979176491,0.03456768960871233,0.02609614521872366,0.02887759219650153,0.02745489458503851,0.02299874210971882,0.030195292121589813,0.02918208564101702,0.03408263782755316,0.02654662644820288,0.014629115375010254,0.036995004600159295,0.04857904915410269,0.015362069733517461,0.023242611891190666,0.01929733082464278,0.02161538656970643,0.011941357034580295,0.008678408236919944,0.015201830208999402,0.017028090267667197,0.03245715745620263,0.02035960531629656,0.023838871807173333,0.03351412486943418,0.02529023227946715,0.026680937696404287,0.03135920723583219,0.035218266853925845,0.02953680832961358,0.023827558936623926
z_std_dev,0.02208175958485662,0.01670936150769216,0.02259303067283368,0.022361811752237736,0.02277925271264525,0.02201144011374766,0.01923954910076342,0.01515351530178574,0.02566724983014638,0.019058066750823444,0.023423235595455696,0.02712457651749738,0.02921659212958803,0.026570908584792354,0.0295429276087458,0.026235522435220024,0.026589802624721805,0.027498490827369472,0.03463458360602953,0.019123104543631576,0.02240401763622337,0.027502800947160396,0.030956137413856187,0.02414130102547352,0.02227742597609219,0.02176175970851324,0.022457552249165583,0.013879052437413674,0.022286602601446243,0.020009569557998246,0.02280198423242882,0.02509985345491077,0.02725071496395357,0.024628928992054443,0.028179461115838952,0.029084301550795093,0.028234769604625756,0.03076000860985845,0.03438161727325174,0.021779660096711354,0.02227912618398852,0.017187192076198243,0.01997862388789004,0.02463353424255679,0.02322326279480833,0.021977970387288118,0.017745584372228337,0.012543581046136844,0.018158740552448326,0.019306025403006036,0.023044288858139746,0.027990707857381752,0.026076152991054726,0.02162178629890384,0.02520595767197122,0.027150815263119608,0.02932337611469769,0.02510684811880335,0.0332517574765701,0.021282981159083347,0.024147471648454384,0.01352327524428807,0.03102810530040206,0.024392166275443196,0.021372688868661786,0.0232187900424744,0.01672933997595721,0.015445726934647899,0.014445292339102562,0.01838141612366617,0.023916577878208084,0.025501226765572982,0.02694207425958669,0.02447761850488944,0.027306882750291726,0.02824905837897265,0.02539260455475878,0.03204429279012291,0.03078386774376898,0.021874455388400528,0.028019308655052585,0.021294013054078006,0.030580441836893634,0.026586939152925947,0.023536319199737917,0.024395934356493027,0.020712704412596827,0.016581508854467734,0.018982682716585573,0.020332322679019743,0.024873777586603585,0.024012740593578875,0.032169434322270714,0.025523650725821172,0.02431348981641666,0.03004814109561588,0.025425788300513785,0.028821624393540995,0.029339239074603757,0.024033369763627452
z_min_value,0.02468280554481028,0.014681626895840835,0.021054783815872398,0.022364554901054472,0.024948876662035834,0.024209721874907254,0.04596421178643964,0.02844174268823831,0.024683513115462928,0.02689014532735026,0.025535980101618727,0.02285662530508868,0.023747827363568945,0.024645900431469477,0.02808321482306716,0.027379704585175177,0.02474354019213097,0.030806557108110658,0.027003437640801365,0.020737221258604065,0.023848945522654284,0.015806442709178654,0.020792854193995177,0.02186679913926637,0.02797847153134595,0.025978684294451035,0.050895788845332815,0.01799952834343651,0.020365903991675878,0.025847919805096344,0.025394492939603844,0.019322502108980764,0.022154228755458378,0.02329719182429984,0.02763269353866903,0.02385679919063108,0.023276932566741782,0.02483380534891583,0.02687496566628218,0.021695142487088825,0.023496948452723057,0.009621068489838762,0.020693887516750567,0.02111430135910774,0.025615563601124443,0.024609682970311266,0.05057710857328026,0.012601065471060945,0.022901723722875193,0.025404829789112595,0.02657718345690479,0.022057364859802225,0.024206021991856237,0.026998944394059476,0.02400213603345282,0.025856047898089415,0.021467270440087175,0.026298854232988677,0.026075793271313673,0.023432868980807767,0.02203131694765335,0.005976865778417232,0.026085299466974646,0.020845857633690047,0.02821828937276492,0.02527269645240993,0.02833423481315571,0.017494941172223263,0.02102616635845609,0.019859971615331585,0.023345541621496095,0.0209389562605266,0.02218100369306169,0.021843709162590933,0.031706765670162056,0.025539144345597557,0.02085941538302993,0.024941675953837936,0.028355112992047987,0.026136025789207887,0.024898248523329673,0.010637913700169572,0.027059287673432676,0.021597237973401278,0.02748647170631118,0.021789673580450288,0.03366767163942951,0.013248371929821373,0.022913893010129326,0.022606293031146897,0.02507722794627729,0.021119579365094107,0.022607812411687824,0.021958448772069386,0.0293160556314866,0.02545650104576061,0.024015057884605576,0.025144244316267807,0.027261682440369226,0.024198438513072473
y_median,0.019965279639808348,0.010755527976220047,0.03444180598146619,0.02002886605422322,0.021494857233392034,0.030935933961388013,0.018615775380931,0.01723585099254357,0.043861075254559755,0.0181567340767347,0.024170202322104685,0.025943888307269316,0.021779997039263928,0.027886559483067175,0.027125247899164377,0.02359772388465776,0.027869120979828847,0.024664554404705795,0.027204778453650273,0.028399406279406656,0.020739276366036456,0.010577724307145547,0.028775279481298256,0.01951283688526312,0.02212768685399636,0.03812043273514046,0.021972272094411084,0.016500460600804918,0.04152185706619452,0.016796066519756306,0.024400229706006943,0.027533370989692357,0.023217344578622286,0.02709314749375788,0.027343292224854165,0.028279830009951032,0.02538531287521716,0.021387136564008716,0.02756097766241345,0.025972285393600567,0.022317417704740147,0.006089455973273109,0.03940302191904387,0.020518623790434874,0.02085631673854368,0.033075443010332176,0.022230976215055775,0.014147899828285362,0.03521430935105258,0.017315257750942326,0.02646986665758261,0.02399833434983045,0.02711216553956038,0.027425573052113225,0.029290658397247978,0.023558586296124978,0.024512087206047473,0.02718877322394435,0.027264260736226457,0.023905418565945313,0.021327378066036733,0.0035819676789270133,0.03531667277443489,0.019367910804453554,0.02311352296598363,0.02878973343572465,0.017309764127374436,0.016301249698256044,0.03908574681182939,0.01720104229826378,0.02664752931283652,0.025596687778530504,0.023812545172741405,0.029182551609606176,0.021967490969405937,0.024954618459746135,0.025842147458874337,0.026919332522681968,0.027441694722096205,0.02416398829859198,0.023457921232028642,0.011227228930071283,0.03235667175042063,0.021513203955326087,0.023020706715813084,0.031533483939870675,0.022676758874264374,0.01743158102926656,0.040267062213397854,0.018171825493607,0.025397151522795456,0.026938718914024985,0.024427572827663512,0.030523880252073227,0.0276152693115843,0.025918686197248957,0.025226853520808033,0.02378830847901766,0.029817396309726275,0.024647255643982718
z_average_absolute_value,0.02130001844818955,0.018549427556771927,0.02028794938564212,0.020211952990333612,0.02398670026729599,0.02960392118469342,0.03419199850068825,0.014755213890348647,0.029070449031073045,0.01914266899873002,0.02691893060179826,0.03316630717629672,0.023751279220687434,0.024554421850499226,0.03093688005867924,0.029003370182604998,0.02564294709358549,0.02784439250584616,0.022228335430867045,0.028799833337492354,0.014656211784412924,0.020524450909071162,0.018375001113116064,0.019269940958966066,0.024464560094859034,0.03188615649302441,0.038013649037073514,0.012021579667229339,0.023721329160338187,0.019027478104795728,0.027966547290333085,0.03345562999191501,0.024101554709529287,0.021423078594177546,0.02829074001116445,0.02862427424320311,0.025797092494307384,0.028336885399219736,0.023076447853508514,0.03149444726869505,0.019885081367395356,0.020643434759779436,0.024733833597989495,0.02058598161961818,0.02526569682237382,0.03024702903968624,0.03705833331870392,0.011611638196775007,0.022145524300762796,0.019383625620097968,0.026777630091769446,0.033212766598504466,0.022757509210958045,0.02341375760325513,0.021570147736165085,0.027569109940528677,0.02490003750834045,0.026959307666310908,0.023542054583930976,0.03683271882895148,0.02351925842277372,0.00933598901391092,0.022860327081149684,0.019395311877485197,0.02522481605456297,0.03204116839675787,0.03691637021629937,0.012178468247963063,0.021818982171355507,0.01699348029636396,0.030627594642110848,0.03746841683622316,0.02525282059652107,0.019957700482061694,0.02454766257529265,0.0258217131554186,0.024556080887783542,0.030080480513710834,0.024044830705805757,0.028108043727420696,0.021621994208497787,0.01481776987475384,0.022446108075771267,0.02047441960632529,0.025753724244033244,0.031010485872615807,0.03561921185308293,0.0125079722798555,0.023554835917408146,0.019500429853258287,0.032861748079993904,0.0326108615606433,0.023200305491695956,0.022375069252278855,0.02594154272863165,0.027571733988941843,0.025989391393522087,0.029001926999403363,0.024257715747593424,0.024842788224568063
x_average_jerk,0.026253623715256868,0.03382106004412611,0.020176744663403356,0.03612630416309822,0.023644812581637645,0.018633906428063632,0.024098322161959694,0.013419429984937564,0.02168939001613435,0.018732804812616258,0.021387664595550207,0.028970657334420676,0.02807175439738882,0.026846707352905112,0.026238470866984644,0.024985717222546798,0.02306717022691356,0.02793586722060334,0.02708017549024396,0.02861523038890541,0.02763124508795353,0.04972456258515402,0.018416702324765367,0.037884162115255623,0.024199770786311286,0.018010333849038267,0.020843528221505907,0.016339180178129034,0.017247315697423243,0.019739206213242703,0.02308038102338326,0.023538117673910272,0.026376246712168885,0.03072051088213688,0.025995506113734034,0.023234161876982365,0.02746738340274522,0.029488413925184764,0.028739886543419354,0.025459589920182924,0.024310947994899617,0.04479995219077594,0.017562799457677948,0.0370243430602829,0.02180449956612255,0.023702260645894768,0.01721802988865402,0.013728744084126547,0.01965845782658405,0.020036124060167925,0.02512462712886695,0.026498644829057554,0.025195528943691814,0.027147810791684372,0.024465562145155117,0.02344004177426129,0.021658794556824103,0.026841800290242426,0.026669090224156915,0.017092222301496946,0.03214144646740037,0.0480284800468992,0.022320255809635987,0.03263840291883654,0.022187124258464516,0.01829129609423763,0.022758462964659675,0.015981716666855574,0.013222960632658542,0.020272271466351383,0.02363109425795046,0.0239308184108306,0.025343414367618222,0.02666916239130274,0.023359693796523105,0.024333772800050862,0.0232167676069504,0.02729946643782755,0.026691050349226753,0.024354469171492723,0.027788746057840347,0.05132126767514841,0.01846075984344163,0.03476553662197211,0.0235643450074134,0.021479099147030632,0.017053883873536343,0.01677571153572466,0.016063036642374205,0.02097513235141584,0.024263014818626697,0.026530189521529732,0.026078929565707506,0.02593724922054977,0.02313516983226606,0.023931662772383244,0.023343273196917896,0.024996124685060322,0.028503289799859246,0.024944958077227457
y_average_absolute_value,0.020109936727009937,0.01637838151051967,0.03970277421700715,0.020400983861414524,0.02621609010100406,0.03256969511566336,0.016956617450123748,0.01639265695539234,0.03681423562695491,0.019818834460604128,0.025334572198522615,0.02716711760512415,0.029865217116758977,0.026710856696328462,0.026575012281853997,0.028167400274850034,0.027183474177061937,0.025363309841378467,0.02478821379042489,0.030638591229215223,0.01922799268474042,0.012368553254557496,0.04354247123933886,0.019300286708912158,0.0293466663151306,0.028273070279806765,0.016842141646059457,0.015252804102233895,0.03179666699848557,0.019752864954394794,0.027558433591317655,0.028392696255055087,0.033524445326401454,0.02582554575283439,0.026049833338357906,0.025892543673567508,0.02993188343734081,0.023614049248292957,0.024365765975110924,0.022964189389634994,0.016929075363482718,0.01583421184802782,0.04325897466485038,0.019204402579263268,0.023943824335269804,0.03289415776331711,0.01309915460177123,0.014084793825506856,0.035101502373703165,0.021570340413030284,0.02656899131426306,0.029164956700324058,0.027230975328822293,0.026854805906149685,0.023280321932696375,0.030980908380552376,0.027031170727323733,0.02364591403637138,0.02392762099255883,0.024111860023004264,0.020640249640902674,0.018863992080288727,0.04553614595354251,0.01978420002726303,0.025135100132740687,0.03054191925285518,0.015241336394455246,0.01494997403295091,0.026035641175096803,0.018915637897109892,0.025311931724252452,0.02567653146546358,0.028504024723210716,0.028119190004394508,0.023035964215430506,0.02599341615960175,0.0332673703076832,0.020186417236456058,0.02472314463466422,0.01912740758946045,0.021722664383559645,0.021686770357299833,0.030653371501993352,0.01975997456663117,0.02886198010998942,0.02963789350491497,0.01469981840874598,0.013938955081366253,0.035168358670810494,0.01966726848013569,0.02519895227354163,0.029518164346378602,0.02913909884765774,0.02391209541419899,0.025126975500308575,0.03173552864739359,0.027754214880352818,0.023521737235973724,0.024983265432662015,0.025110823442533462
z_max_value,0.018847958694703112,0.013753148550879904,0.032684922655149426,0.01977082435588503,0.04721026607453873,0.02324008984012516,0.04662189899022,0.013040313053765623,0.030983137317907698,0.01872559611024583,0.02390368284923831,0.03121946794798201,0.03201849688079937,0.023874282979006383,0.02638735926233613,0.027019214221075276,0.021736086797869335,0.02623426457682482,0.022396307945344102,0.022719209464868606,0.01849315157061541,0.011381138282725184,0.02355312401860865,0.019016068755697446,0.04382685975987497,0.027320881993280803,0.02368977829986226,0.012220308196874552,0.02620934543124299,0.019381714651066487,0.02633494088497833,0.03090092245975135,0.029549748943808376,0.024758207583601796,0.02864102286209845,0.024644193456096707,0.02723519234206151,0.027956300717702755,0.026671572150676802,0.03282401164403077,0.019730841842501148,0.013669293892952024,0.03294082604117709,0.019565503489781064,0.04095054325813143,0.02274584476461673,0.032540682925042086,0.010204159637494478,0.026921610236545494,0.01701203884456446,0.023236513200718744,0.021210774949402177,0.02765188667707862,0.022164586997150473,0.024954919187392437,0.02676949506752635,0.025752439843757743,0.026015933593847896,0.024679899289377433,0.028033338656260325,0.021156217761842618,0.008357700645937294,0.023315473180893158,0.01846950328597544,0.04417505829567847,0.0229381412554429,0.0388687518340188,0.012097693521439877,0.026809588961843635,0.01786886714615016,0.02622222170646882,0.02885069072441986,0.02645858033895911,0.023147303215326338,0.02676732957065552,0.028292916411689312,0.022657128048325297,0.02964566225698824,0.02479897383533726,0.029787421394785348,0.015958003701265523,0.014873764403865921,0.03157288424357224,0.020167006943028164,0.03747308065601405,0.023283957135717508,0.025755963953840045,0.012152317876246644,0.0338566453143036,0.02021156177709691,0.027467801164020027,0.03250316534400157,0.026470806982101816,0.024924233406525564,0.025317717582750233,0.027846410690969967,0.025937003410151337,0.028012224944346832,0.024600152788408516,0.025179960309890333
