features,value1,value2,value3,value4,value5,value6,value7,value8,value9,value10,value11,value12,value13,value14,value15,value16,value17,value18,value19,value20,value21,value22,value23,value24,value25,value26,value27,value28,value29,value30,value31,value32,value33,value34,value35,value36,value37,value38,value39,value40,value41,value42,value43,value44,value45,value46,value47,value48,value49,value50,value51,value52,value53,value54,value55,value56,value57,value58,value59,value60,value61,value62,value63,value64,value65,value66,value67,value68,value69,value70,value71,value72,value73,value74,value75,value76,value77,value78,value79,value80,value81,value82,value83,value84,value85,value86,value87,value88,value89,value90,value91,value92,value93,value94,value95,value96,value97,value98,value99,value100,mean
y_average_jerk,0.02701713435017088,0.025877758529737716,0.020402407764751454,0.012456888623195503,0.02232067173591025,0.02093763775835987,0.016865256725921172,0.0163769564667922,0.012396795133065132,0.02601601767437946,0.018506936404656053,0.02469329803080609,0.025275647261019434,0.021388215401285958,0.023613902224210444,0.02972252003269937,0.01964039888141143,0.022024207016525788,0.02354855483358484,0.025653138598102143,0.021378650243472932,0.020120229012604195,0.012754248916550439,0.015082495106971081,0.02093897556274387,0.01998367455333443,0.017256015921010913,0.019113742421487143,0.011668287301786045,0.022927630350260703,0.017342331581395233,0.02514523640746612,0.02413946424186444,0.021074891386864893,0.02525032654596813,0.03227243974606134,0.023783223532513338,0.025472397154023326,0.02748432645008935,0.025851420466348612,0.020774794348194195,0.01975251524374376,0.018462996003692993,0.013337671208444944,0.023566224875403705,0.02107049621600928,0.02055027104404731,0.01672120604428767,0.010220234939964053,0.024300580321751475,0.018575960785594668,0.025569339714056442,0.023531961560320894,0.02342716269715235,0.027878548531306842,0.03044565931171621,0.02267563763140542,0.02342006441940343,0.030644468226450044,0.026863960909782582,0.018687461825484405,0.02192980602564659,0.01218978204322784,0.013119763817442428,0.023331816962334734,0.018682405245486422,0.02036292355036762,0.01666925697399951,0.010322782230602621,0.03131418813330975,0.017679387570006273,0.02534356192923082,0.023571800026361316,0.02122163317970263,0.01990964385563017,0.028222969010208678,0.022916714885706478,0.02413870567143553,0.02717121987249019,0.026029449826742282,0.02225989301433797,0.022321853617373454,0.013874903932801809,0.016847105084825335,0.0237985266507919,0.02109111897606854,0.017932067231337268,0.01607380634846471,0.012884727961878131,0.0243152558398089,0.018919495479769555,0.0245413258190577,0.029179732318090516,0.020997504622493154,0.025898222862845644,0.03173574117174616,0.025506650996463626,0.023592016657243677,0.024438616245214134,0.026926970509670158,0.021715149123578283
y_std_dev,0.025817826281160777,0.023267331853885683,0.016594164412017925,0.016462725342684437,0.022391429766438497,0.01931707349134924,0.019692781494300742,0.016994213582276353,0.014596541110749681,0.02552694778429221,0.01799921093683827,0.02231699411255395,0.02518666423161383,0.028954704292335293,0.026558201399622713,0.028398012569292606,0.020970349479194045,0.022555812211042123,0.028194746021704832,0.0250186192939493,0.020646960170807967,0.020203943089865745,0.02310770260570295,0.01848110292742646,0.022233639258289254,0.02324112129805599,0.01985037839701573,0.016833469573403356,0.014623424410636536,0.021684868855502176,0.016436689004599284,0.023874926089474707,0.024091530878603176,0.027972566314228287,0.024757707780445334,0.028894979961303698,0.022422459972627005,0.024697456503020333,0.02948005064020958,0.026164081399522157,0.021866468085963445,0.025591953188216148,0.022247038074896395,0.015853500991357235,0.024184714253342683,0.021801982611491143,0.020919747821062384,0.01693490819166043,0.010965868827275882,0.01916931894332104,0.019224017923331206,0.024687492645631595,0.023046166047590414,0.025983961206176617,0.02229330220914273,0.024075181841265652,0.024731468485950137,0.02364525019377633,0.02911138615636349,0.0258782485288534,0.020914165068000347,0.0211178698123534,0.017479413773716264,0.015505794015697577,0.02244225858986691,0.022276053901242078,0.018898630596700387,0.016808582667132133,0.01377807665599605,0.016960038091705442,0.01732889296551114,0.023615481745853165,0.02490883032119139,0.023836051452187063,0.023108074385945403,0.024878797018526074,0.019870128904924636,0.01924267915120806,0.024988182388725036,0.026223774007516045,0.023661957814235527,0.023466543331140108,0.02280719152952693,0.018171459946870822,0.024642844941755556,0.022086273087715748,0.0192451262477646,0.017652621743482123,0.014792034096213056,0.023414758793537337,0.017996747474012757,0.024435647938938033,0.027058747003744003,0.02735826642052947,0.026668198918998676,0.028790072330863854,0.02350568488091325,0.02287356629636361,0.024944855991713207,0.027353718145143837,0.022138334774721713
xy_corr,0.021022405430966007,0.033470681529795834,0.03662472087824823,0.0127701245671954,0.02066089533613059,0.01590093947133706,0.020372326619157236,0.008975506641676094,0.007708438587598336,0.017268824288291337,0.014210741144630858,0.03228047002825071,0.022667736563220076,0.02470686381124993,0.02955198748896386,0.020765366952907597,0.025994362151406172,0.028455527659258118,0.032422093746768944,0.0267762959057885,0.016125868638023053,0.030183919589932905,0.03569200587456794,0.012370912288523857,0.020369774189845882,0.015268877549805852,0.018718680742015756,0.010309103808928249,0.0078071051787959025,0.016147313157183676,0.016008780683571207,0.03036395883510173,0.020565999093996035,0.02986958902296477,0.033909815368208876,0.02726027587233797,0.02136065934763557,0.03201763248288741,0.03161504585022643,0.02864824061878603,0.020376062349710705,0.032150298873846545,0.035023203075031664,0.014203256912013209,0.021018185550679438,0.01559535386085235,0.018903593057067607,0.008291858426996104,0.007160761078436401,0.020130191232655758,0.01632986423967378,0.03109370640738471,0.023030777041221986,0.024154210820024544,0.031004795421178632,0.026379076841188003,0.031551189344540716,0.027529970937159542,0.034306703843238646,0.027801742345956306,0.016444684678277446,0.022245930911949277,0.02819521828876741,0.012560654248236245,0.02106775501612414,0.014678266998214423,0.01979319321431218,0.009363899704004171,0.008231881879385962,0.015554966521414436,0.015322784575990343,0.031282718101298415,0.020725299478209287,0.022476723591655798,0.023759659319731556,0.02447567504109911,0.031031223431668736,0.027482102835238793,0.031885307932999304,0.02612382803121245,0.015669388269454652,0.03043831608570947,0.044883047006185485,0.015837419412106302,0.020928565002121733,0.01644815698152595,0.02250233936196804,0.009520655931870374,0.00834478498017225,0.015909701682303337,0.016834963800166348,0.03191798975418383,0.014984310016558857,0.024591301823326788,0.031945033277752506,0.023994474951033032,0.02434702213206783,0.03155703776608589,0.03263511009952497,0.02695693303139163,0.022562029938203363
z_std_dev,0.02344231536309183,0.018910618454886077,0.011975941668594538,0.021370946808709705,0.025014370342898697,0.022767029886912038,0.022007803360715502,0.017651663619325214,0.014130068664307358,0.02361059248969349,0.01885008746025101,0.02217495565638283,0.027185072500942563,0.02899986612691195,0.02708069218297111,0.02721814418443528,0.02700642813245921,0.027578116003175005,0.027973630467653773,0.0319165742839185,0.02011085030008091,0.02231576361566604,0.017443889054457585,0.026938886265191496,0.024486809925378928,0.025728776620541724,0.02277675811011526,0.01958769625495209,0.013642627846802416,0.01704221709217664,0.02005434765774906,0.026090596167038783,0.030542848124438693,0.02726604221751955,0.026387885449847333,0.030106297064929673,0.027870667160702217,0.029745041863798963,0.030498941589484938,0.03142434296753383,0.017382333850367308,0.025599999965774188,0.01194155570587881,0.01888415281133292,0.024807250046403852,0.022548782268807882,0.026466701231500737,0.01579312838121951,0.01234504372675526,0.017385606328396336,0.019067081300724004,0.02421824155510982,0.023103647028634357,0.02524277613840512,0.025752217668240766,0.0242776612217045,0.029335761528915663,0.027263928676100304,0.02780227526523423,0.03274551101106889,0.0217429540672962,0.023463171984150225,0.010381950175052532,0.0282138198535864,0.025851010048043074,0.02433979391285202,0.02460472182091602,0.013225240709254443,0.012857529667709762,0.0183235187522906,0.01951463589019758,0.021785586078447546,0.02660708547040981,0.02929723891392356,0.02548162870113226,0.024272001680804824,0.02656138113058878,0.02589317574540079,0.030246482048545367,0.03114544500963848,0.020890085990257032,0.028860827409707527,0.011714994217900834,0.027075823902305386,0.025438417216860812,0.02407574522833806,0.022100456314954265,0.014709820413674269,0.013175503699629575,0.018502863163000885,0.01898746542672707,0.02481929313967945,0.024394896379297846,0.029011750272891004,0.02573459382475079,0.024148827026252512,0.028805772664036278,0.02777727658540707,0.02662554378397744,0.02801477315931311,0.023375629601964185
z_average_jerk,0.025750497776315197,0.024013876927519717,0.019026996289862083,0.017298584002335915,0.02589205911480942,0.02112020299011422,0.020173802479262988,0.01578348789556899,0.013316035737435908,0.027375546271124263,0.023217056668265425,0.02120894076716896,0.02754541241000758,0.031017294656005043,0.031892503713243654,0.033388456894047805,0.02519907659578924,0.024238516238834756,0.023032950917055407,0.028442182766841812,0.021156159218309788,0.01963337121813394,0.011991898083804997,0.020628772367371262,0.02799415306218399,0.018297413729980203,0.02043940612493936,0.01735646377656415,0.011972286578098497,0.01779561432776062,0.022217452786099594,0.0243843797702579,0.03406935375180845,0.02501762158495076,0.02721597089837437,0.03429652695160071,0.029411504057099316,0.027671636457612506,0.024103385479202193,0.02827089011182193,0.018492019972225576,0.02508194445831069,0.01613761661973622,0.017613918781611046,0.031862865645857226,0.024109105071107396,0.019925913678427765,0.017562208394382203,0.011879132804738724,0.02047071895723427,0.023439082393002506,0.0252742271299498,0.02774492226191264,0.030461957076797767,0.028837611946678172,0.03286771070032294,0.028287052878457404,0.025283982681124837,0.02523653509365295,0.027447297366705495,0.018714372092118403,0.02195428784349339,0.022215963694302582,0.02161111352028826,0.02614296553707555,0.02251223145935992,0.020666411653041183,0.01859817020234272,0.01197582067775641,0.019949365877531704,0.018733524937579446,0.025854851881943353,0.028630099224043293,0.02853476268382736,0.027789169722526017,0.02651979263849121,0.022894357283147197,0.024354493186007714,0.023916897249282504,0.027193783726376354,0.024481534738768084,0.027879788465501,0.02021457000611593,0.025093524593128524,0.026035434988444607,0.02212954487012266,0.019714639452608648,0.015678899930551427,0.012268392337642842,0.01947808220083012,0.019979349954834368,0.022409735244753932,0.03208599661113675,0.027382465974883207,0.024169397191307472,0.027500019277214457,0.02621925409798462,0.025131929696246467,0.02487150458179727,0.028736799015519905,0.02351096863679746
y_max_absolute_value,0.028535029680304903,0.022674869569700398,0.022997304868534085,0.013165460528961326,0.021137042446649747,0.03722788626355895,0.027636704869991813,0.02496036402797243,0.016342899770435126,0.023368865629153045,0.02108292861354051,0.0243773234659743,0.022133377157662434,0.01951515381976418,0.023383331288769287,0.026811575699292288,0.025682451726476332,0.025598688839216194,0.02804316066617073,0.022670087944928217,0.028693964149640726,0.024398945440558085,0.015192819106529122,0.022729123031397583,0.01948008869385507,0.03809588275534582,0.028225673367069513,0.020559299113820383,0.015878289127862297,0.02234653545291278,0.023609258325615567,0.028881257539279746,0.021487039107903352,0.02606395142380172,0.024277603973474025,0.02443848689559126,0.02766782978376349,0.024406360316080414,0.02586588776331207,0.02491263313773648,0.032740160336044696,0.022558693046153246,0.011812336687954825,0.017153881718486554,0.02001047675289841,0.02880196980390974,0.027116650595155365,0.02026573559072173,0.013974731049141906,0.022771986025031794,0.021163794322301515,0.027473910312243745,0.025566952730200973,0.024529141545801998,0.023092703809348306,0.026285989812502446,0.025106311942487546,0.027548484176114017,0.024283540406590275,0.02452184223047281,0.029842704588223037,0.020001647769021372,0.011488281078676285,0.022277510280089664,0.019984617647620242,0.02625112799984576,0.026741586603194457,0.014598910100105783,0.014633243194573174,0.02694172472564664,0.018467407263029683,0.026628266182771348,0.023970882714568265,0.025119307066436,0.020872056891883088,0.025429919176361615,0.02556073426421363,0.027847966832560335,0.022884416456996105,0.023103445805116998,0.026203759247167325,0.03292085033150012,0.01777223790943128,0.018298879628845334,0.02003818334671865,0.03602372255254309,0.02859164505360824,0.019563356655173912,0.014654946627009264,0.023569939321009654,0.019072970226291376,0.0245279070530164,0.03250374116623907,0.023999500591058764,0.022806187655395264,0.028986596657925304,0.028321937076252458,0.02665297465842683,0.02554019870486121,0.024722150448678468,0.023787521698282535
z_max_absolute_value,0.03059402835464415,0.021575024482249513,0.027613304530140905,0.023878491361683084,0.023416868375717728,0.021918528833220798,0.031662267232565225,0.020787092762209823,0.011281258664616775,0.024667117092086,0.01741117787050073,0.02989169506357054,0.03049390380332513,0.03295960925292895,0.022455883826775453,0.024320158461716847,0.026451705977678795,0.026733450537519677,0.02572877528707372,0.02344933030135999,0.026802932874716353,0.02283255710607715,0.01740299691450379,0.02422909256025572,0.023000210159177616,0.023706127261299316,0.030403185622129146,0.017493848905926267,0.010836878059495774,0.029984779664028148,0.018868302619004792,0.02896813849764099,0.029090129335300804,0.028807187391633154,0.020360664221444,0.02452242708428692,0.02847949093564679,0.025510127291127165,0.026744711959075556,0.02482865057982252,0.02694197008709241,0.021444427012547906,0.02041957583749895,0.030519661527175113,0.02430412881272605,0.023586368728323284,0.0384374346886324,0.01801298867763248,0.010843960892925773,0.02118922626632456,0.019099660127692937,0.026914077794668256,0.027932865131892547,0.026747553551968967,0.025259181951974432,0.020985095980519113,0.02863569162442993,0.023911423977768447,0.029001683862903027,0.023064336145236987,0.02764200495971949,0.019280409015206973,0.014686989912495403,0.019776400612025846,0.020503815090972446,0.02483997432932219,0.02977833068263973,0.01333081509193659,0.01026166191233539,0.01969214657238612,0.017780840854832707,0.02693886358897443,0.03188171431109175,0.025214621781327065,0.023423733135616565,0.021225428673359577,0.026512736949770698,0.02088650095489637,0.02838930842871493,0.023256574817586615,0.02220253270516044,0.02047778767576215,0.018774031793499974,0.023498593510994068,0.0210846161965689,0.024102670058270954,0.027612755221444307,0.017132815269904778,0.01209726340238706,0.02404611817317056,0.01895406700093869,0.025936988708271488,0.029753793499449274,0.03164032809441301,0.023371937465374786,0.023624695646427597,0.0324351980409763,0.022256807149563018,0.02563532169075321,0.02400478954670943,0.023813594063193607
y_median,0.03244134926401408,0.020297144274456315,0.006491701812465351,0.028076949168007636,0.020428948228851388,0.022419871386756295,0.028621280920668353,0.02274785600630794,0.016528970833689937,0.02778731678526579,0.018849580492951552,0.02410846471158433,0.0228185322823965,0.023070990499855573,0.025205829027236688,0.019667592246403052,0.02350617486652462,0.027189551897767335,0.024164236953193242,0.030894744311511416,0.026629986273962864,0.019996104594214754,0.009234923054239199,0.028902935032056633,0.019693731537228105,0.025973699263841726,0.030182991837491922,0.022236795585947225,0.015924883078208614,0.028018681190943615,0.018551341828986424,0.024036498320198888,0.023751552155438803,0.02579967775202142,0.023415886177201875,0.026386830958060173,0.02609039426035517,0.022861144792945997,0.022764654609210545,0.02674881012026524,0.030590887392993867,0.021962214219670692,0.00498147052899299,0.03548399030738926,0.018811950216393758,0.024609445094600294,0.03140007011146284,0.02504590139736178,0.014360951227752052,0.026760530847939657,0.020120321592542782,0.02600490511542604,0.025029111096315417,0.02351779808322739,0.023636946805037994,0.024363206825723568,0.023876207756578463,0.021460579570666626,0.025328316361802612,0.030752491196785126,0.02451724155863536,0.021223442555322967,0.007766285337070308,0.03238049347125947,0.020929869481213892,0.023666729458329715,0.028798418252281816,0.02206030533937934,0.014963089052401709,0.029923515755152792,0.020283996178593625,0.02711657510219543,0.026644287735080416,0.02348614937648926,0.026465288275748084,0.023458576294088093,0.022371565404188644,0.02651824802928122,0.02537012624488783,0.029305862206755615,0.02333957988221769,0.0227846449700486,0.01889102986580935,0.03273439708275664,0.021628094523117966,0.024608811136280485,0.029665718314283912,0.023402336178100457,0.01907635201394793,0.027166696456151888,0.018898559626164213,0.026080974856375373,0.025302728866302866,0.02472701093000877,0.025331695727259337,0.02436608616582141,0.028132793093173337,0.022750116552863676,0.025272253490820663,0.03138536797336618,0.023834112169546163
y_min_value,0.019517846773088664,0.023179886703905604,0.014508194468391505,0.025795583379790363,0.019421898661347404,0.022582075934020705,0.03574339054590094,0.028264532467662046,0.013709915868862775,0.027817956939277327,0.018357331909458253,0.0228318857346636,0.02588117220563113,0.02258073469602926,0.027862096008704644,0.026919375895418964,0.023644586884178295,0.024313458687644663,0.0253146203987282,0.026635499797074722,0.02160761989855098,0.025555831733710534,0.006439118782042528,0.023837233306710212,0.019258979418170164,0.023562509079068084,0.0469860486646309,0.021201781496502977,0.013282415095215827,0.03459410005507314,0.017023523595706497,0.022420970410361122,0.03059095404444925,0.026213936244066097,0.02120747496088916,0.02825676599959607,0.023366833065065987,0.02258434667627193,0.02309227302081936,0.026728265435192942,0.02390332584298766,0.026460726195786193,0.014047859598540002,0.027897575550254475,0.02071559719871432,0.02243575560416108,0.03914756290587762,0.023034311167376035,0.014541535928852886,0.03520289471629715,0.01678400664945903,0.02660998770421102,0.034041683707530385,0.02752730183511889,0.023826493553567297,0.031492244992222626,0.024871131493914848,0.023392776616568262,0.02434315218379779,0.026535165956634445,0.021108163626941456,0.021954346959527627,0.009244238611017757,0.03148853565152295,0.02049589845002699,0.02234052573962327,0.03365724893346665,0.02057355373607314,0.01360649178984003,0.04239529453869101,0.01699500697241624,0.02198075577831343,0.02780894197644899,0.025299317695877933,0.02003848358696492,0.02945312664170519,0.01759147319679817,0.023462324751890803,0.024674197858742843,0.0274846398962048,0.022107054526964546,0.024644344829408856,0.016711303581636944,0.030874904284415385,0.020739466855505557,0.024759350498974757,0.023116361331427956,0.019308564470513493,0.016150226870927042,0.03881835579706144,0.01726592955847494,0.02480078458798992,0.030239871662597548,0.030783247712886215,0.024942970809874822,0.027308299446476853,0.025631555972914114,0.021160908106801442,0.02762935236248522,0.026704596774729174,0.02424854130777905
y_max_value,0.024235764577546854,0.02754780046789762,0.01976692307305909,0.036078467847778926,0.02139915882160783,0.03365629900638098,0.024886484726347108,0.020504270775109478,0.01464933920009661,0.033926000984671335,0.01664878801479382,0.026600546734191873,0.02689022310487396,0.027844253727587028,0.02155083418124997,0.025569367861667355,0.02571613530070271,0.03094943214073045,0.02602328162440407,0.027064499340955107,0.032296519705964026,0.027365393988301612,0.015887246339752446,0.039310177712079286,0.020336831550288103,0.034730615937401704,0.028711879637329085,0.019128655876892758,0.010999723809052498,0.02554342246605142,0.017853925794358527,0.025601827098508494,0.023745947626868824,0.03132242921799434,0.023821390916459576,0.027134846433617063,0.021910023480918476,0.025031400092718224,0.02602269368746938,0.02796045690057722,0.028135331659061395,0.029887722768261283,0.008243001395999787,0.022191496423210118,0.018420906132898412,0.031592510747604365,0.0327851835751727,0.025926032544509946,0.01174533342915128,0.03797089006161573,0.017720610264327013,0.028228175394879842,0.02263685050790197,0.02590631080778562,0.019173279942137137,0.0228133446070212,0.022323326068330443,0.02549042586187391,0.0281674625522546,0.025808716067007693,0.024418187466757044,0.02203859573802801,0.012279202772282108,0.03091519278905856,0.020484392521871946,0.028290832831318204,0.02315603196974923,0.018586326593200718,0.010968613187336227,0.03338759585723224,0.01636998636155326,0.029788031206987108,0.024698710953283565,0.0295322935848822,0.021007011793349257,0.024704702660914672,0.029606033586814767,0.027589713183541188,0.02591489619656494,0.025256976278134693,0.027708123001520448,0.025899203648751323,0.01847933572720054,0.025675533357348988,0.022722537433116717,0.033412883671357134,0.029367923153942682,0.025723131051573752,0.015706937833431453,0.03472344653505305,0.01930684931941365,0.028472538956379703,0.024555985545314428,0.025124895874950554,0.02140711435306526,0.02649862164704578,0.023688150569879652,0.026424386401032573,0.027327071668701235,0.025600149100568695,0.024882083369777677
x_median,0.027561594063240782,0.0175644383957693,0.012205771334972642,0.011287580023264103,0.0223481321039608,0.02751526577671913,0.028295168638069114,0.025941666219273646,0.019154633213724643,0.042536033975954506,0.020530525755595826,0.031013825322298225,0.02846130384471544,0.02581047869232243,0.026296300813560602,0.024486098459335377,0.02579254029709075,0.024100697051051022,0.02800788374114725,0.02860137258599989,0.023635494486875866,0.021136711167711462,0.016077129871471026,0.017224659641615486,0.022555841155084185,0.03047888602346048,0.029465484338895398,0.028504281236158276,0.015392304830149067,0.033020668925556315,0.020882763736299513,0.03045808338865487,0.02855496649088495,0.025427176874632345,0.025185443292775025,0.024867464576483304,0.028769501274853414,0.02446592790675914,0.029110991208051894,0.029044168098760342,0.024655817045943204,0.02261991423145897,0.014548294469067883,0.013723336012390215,0.022626948076633607,0.03144268788165532,0.02787499949497056,0.029290186988327006,0.014683561217469549,0.035496804391478655,0.02171151047353293,0.03332274769295874,0.02820879295813175,0.02525458037780153,0.03285016970276331,0.02474405753514685,0.03311152842468408,0.026234785505403438,0.028621052561413833,0.027673506559226888,0.02490090541252892,0.018600483601252195,0.016266221314265805,0.01608747723296101,0.025621794299099377,0.03039974549565996,0.03308922009623344,0.025109994917032426,0.015367470263742654,0.02565576331551051,0.020041432149525373,0.029666459060022632,0.027972410328068464,0.023919818158911723,0.024787746086335563,0.02195265102217154,0.030812105826040246,0.02512130537494872,0.027994446164183097,0.028377190939416853,0.02680302106903189,0.020477286056125293,0.012675333800676118,0.01702878544094404,0.022567614451787822,0.028096052019078954,0.029868059224775,0.02481437312855203,0.016382909054697994,0.03287532722580727,0.02224163228292564,0.029115606839377244,0.028168847530342954,0.025242184388785848,0.023880026425831872,0.023069591606793446,0.024409871955465193,0.025777679378973697,0.027862326284022906,0.028930258310712012,0.025024959679662735
y_mean,0.0324470810142151,0.02291675611620229,0.013289088033351529,0.03536264701257081,0.02068977444198551,0.023982378745548778,0.030404357394367212,0.022234897093909814,0.016830523599633874,0.030332501544063896,0.01845441102030672,0.024000831404263935,0.02237141984382031,0.02575515164331592,0.027951140476862285,0.022181658343723255,0.021346721964564046,0.02519151359990985,0.02416533174728843,0.02877408519354529,0.03382162675833425,0.018851914786474813,0.007220633369015286,0.05280342838970654,0.021176254608047416,0.026597977231964876,0.034627025360399126,0.02181562836714719,0.0155766208255273,0.03307677415807626,0.017609660089177658,0.024756203050502988,0.028618289189068353,0.026151165200736574,0.02394010309789276,0.028287980940502763,0.02542303074070544,0.02169239648685231,0.020118690253349114,0.027131752037481225,0.03617304606001836,0.022968949432054738,0.008183090129361928,0.05397119117938605,0.019917605433890703,0.02519361122587807,0.02794667409006405,0.02294713262887131,0.014197635654566228,0.02775836883746972,0.020125587921593975,0.023810360264172974,0.02553540052754895,0.02217748464738382,0.02534090159959133,0.029230139139937945,0.026273304688636746,0.022620826284443642,0.024108779505961214,0.028228993790137134,0.027058722908196067,0.020803037036692038,0.009420796215414095,0.04143636953796586,0.02092655846016734,0.02650603133989748,0.02834602886042773,0.022013305720780803,0.014971349774891684,0.03035767374760651,0.019589427852894765,0.0266355087512641,0.022320201861250357,0.025366109396043626,0.031611180858072914,0.029275388146426037,0.02067727754892087,0.022718365625602383,0.025873190134542527,0.02834504888626082,0.031430136830730634,0.02345497200249925,0.01590108419867503,0.04195985348664363,0.02196875732016988,0.023790883594077984,0.02443231506301185,0.027556244444802976,0.017720861945702854,0.03262108576025891,0.01887514669024838,0.023724134091897896,0.023444548658091938,0.02599729401172591,0.026413325383636027,0.028245175432703412,0.02396273865013619,0.023622988652993768,0.02683968558773826,0.029415888316189003,0.025103172010006322
z_min_value,0.021743711617671226,0.017758297211707266,0.014251397566579073,0.02483619358942724,0.022397135830401243,0.02991402121460781,0.03360458928312941,0.035103095197515234,0.02069065511262337,0.0379448745701933,0.0188246994995841,0.025279154210448095,0.027928349271366747,0.028489609668083705,0.024205601862745986,0.02779689968704671,0.032507774787922446,0.023262564465257013,0.025898776409120763,0.02590737798300439,0.026178260884205728,0.020451127644819753,0.007537814956839024,0.03367710302152874,0.02133936564478684,0.027916633773096992,0.034900941360056406,0.038997081720997896,0.01641535588448459,0.03359358490392729,0.01995410381568801,0.026713477720354883,0.024537035867736312,0.025405205399039496,0.027323743396465656,0.03244356347798496,0.030914107144941173,0.025572708612116246,0.02666804560264341,0.026438686285360755,0.019231393116233092,0.01991627993264811,0.006547608000173275,0.029828487048057503,0.019170988217739684,0.027991070997968492,0.03080957097315282,0.03502450108430733,0.01367029671641615,0.030637199264945517,0.018638594616495547,0.025498794290966336,0.028150120652639544,0.025528905763641047,0.02442204725865586,0.025559013437054613,0.02607158326328878,0.021979713447995385,0.025926588586155982,0.02591689312497503,0.02440744497664774,0.025632884344688866,0.007229325499292798,0.03168149073917045,0.02134878360596504,0.029558493188320937,0.029509613436054544,0.027868037846202162,0.01448409312859408,0.021203762072654,0.018118274614679186,0.025806148231582074,0.023429397714863836,0.022811624161739222,0.02651259267099894,0.030561252217067594,0.026787183634333026,0.0230193567879603,0.027623048034379726,0.027858235733998732,0.022007127447007564,0.02276407152300106,0.011884602778831407,0.0364496466987906,0.02159118450703536,0.03213561717063036,0.026665686053274986,0.03221090177691354,0.014100247487485926,0.03323746669550541,0.01987269304341104,0.027858992457031342,0.020829325202577874,0.02469027228103259,0.023233083897086493,0.030069764426695348,0.027665625892341783,0.02280016835719,0.025674964014393634,0.026103696874316823,0.025131385571727668
x_min_value,0.022182293049858668,0.02022147199908709,0.03354102123838139,0.015085007579059286,0.019870103115343447,0.028309293563714973,0.027131711391435238,0.040255185322428985,0.018105977774330338,0.0354353089238315,0.024913448039900733,0.02247151650811274,0.02639774223274205,0.02896107958887488,0.02503711384295215,0.024436224479486873,0.02154523264018381,0.024456900000051098,0.025482369685152505,0.02856067753460511,0.021717774173995185,0.02091071602954612,0.0274805145915367,0.015207219931361704,0.02191077065142235,0.032436717015145375,0.02724194209467883,0.04829111871021032,0.019066130587523544,0.024009963373609753,0.02098694443509562,0.022242096400274462,0.028576971847925976,0.028485794500338862,0.033724074418401945,0.02530730304872955,0.02860840868601988,0.02305930158549655,0.02869157056482514,0.029363460025247097,0.027983168795525048,0.01806476966819663,0.03346849037167175,0.013214789319609128,0.02238274159299677,0.030070784330725027,0.02572024095218205,0.0364346643602521,0.0180998034458558,0.026293840847613683,0.02559763428056588,0.022667829425725934,0.030595268150813624,0.02942184137330742,0.0291478276739519,0.02587272547822251,0.026874258284629065,0.02366243491569496,0.024734286772126614,0.027990953965741458,0.02532053580367881,0.02261825442119614,0.023813768952960376,0.013402997406112928,0.02343410037820482,0.03049919702201234,0.02822777375151676,0.03504661535943295,0.014475259587393895,0.021253894568575796,0.027772110537937055,0.018757667765208395,0.0248710606155169,0.025771347956689575,0.028375084852247223,0.020788579981040032,0.024807164005196846,0.02140866350263275,0.024641874458407126,0.029855973537273622,0.01926357753834681,0.020402740461602214,0.03399933233207317,0.015890282326971844,0.023375945051442647,0.032520814777627506,0.030307716136400466,0.02850467992575783,0.017212379891234853,0.02522220710295233,0.02265302400160604,0.021750891308924554,0.02562191093287268,0.028139651529489097,0.028306885281362635,0.021002936240528857,0.02539294608920903,0.023932191418882597,0.025256670980958216,0.027127946313992835,0.025390434792917936
