start,end,2d_movement_mean_x,2d_movement_mean_y,2d_movement_std_x,2d_movement_std_y,3d_movement_mean_x,3d_movement_mean_y,3d_movement_mean_z,3d_movement_std_x,3d_movement_std_y,3d_movement_std_z,2d_shape_mean_width,2d_shape_mean_height,2d_shape_std_width,2d_shape_std_height,3d_shape_mean_width,3d_shape_mean_height,3d_shape_mean_depth,3d_shape_std_width,3d_shape_std_height
598.0,599.0,171.734,81.124,0.301,0.864,145.731,482.833,3541.865,3.483,10.096,7.448,44.133,108.533,3.253,2.813,551.236,-1340.1,60.0,40.245,32.528
599.0,600.0,167.79,79.69,1.488,0.549,97.524,505.047,3573.05,18.162,5.356,15.905,44.133,109.733,4.372,1.093,554.2,-1366.908,60.0,52.988,11.987
600.0,601.0,169.344,79.792,1.308,0.674,116.778,502.806,3565.902,15.918,10.17,15.013,45.0,109.828,1.486,1.234,564.986,-1365.36,60.0,17.909,16.832
601.0,602.0,172.031,82.153,0.983,2.587,147.227,463.697,3491.626,11.202,36.103,41.744,49.3,108.7,2.124,2.704,606.492,-1323.492,60.0,21.874,37.825
602.0,603.0,161.358,91.691,4.18,2.467,16.594,327.314,3291.858,49.29,34.777,63.121,47.4,108.867,2.274,2.729,547.702,-1251.543,60.0,36.71,54.576
603.0,604.0,156.629,95.879,0.378,1.274,-38.312,274.01,3239.97,4.392,13.648,9.674,45.167,102.667,1.28,3.448,512.012,-1161.64,60.0,15.358,35.596
604.0,605.0,158.976,92.392,2.582,2.523,-11.402,318.208,3283.743,30.01,32.567,43.501,53.733,110.267,4.633,6.011,618.742,-1264.743,60.0,61.326,79.169
605.0,606.0,166.44,86.955,1.156,1.35,77.384,396.777,3423.489,14.313,18.12,18.186,55.5,113.5,4.555,1.936,667.167,-1356.045,60.0,51.43,26.724
606.0,607.0,173.029,82.965,1.59,1.089,161.644,459.124,3534.824,20.704,15.569,26.111,46.5,109.071,1.57,5.719,579.753,-1344.301,60.0,15.836,64.364
607.0,608.0,175.751,81.187,0.545,0.379,195.459,481.65,3538.839,6.647,4.819,18.295,44.0,109.75,1.0,1.714,550.51,-1354.152,60.0,13.583,16.288
608.0,609.0,171.136,84.038,1.522,0.774,131.173,423.315,3356.257,18.906,12.755,35.158,37.417,108.667,3.741,2.055,442.318,-1272.499,60.0,43.405,33.069
609.0,610.0,168.206,83.415,0.295,0.58,97.834,436.189,3399.927,3.48,7.17,10.051,43.0,108.143,0.0,0.99,514.242,-1282.779,60.0,1.516,11.512
610.0,611.0,168.056,82.06,0.214,0.276,95.334,448.978,3374.712,2.534,3.125,3.968,43.778,108.778,1.652,0.629,519.138,-1280.672,60.0,19.298,7.695
611.0,612.0,168.024,82.211,0.353,0.27,95.255,448.611,3385.419,4.234,2.695,3.95,43.0,108.333,2.309,0.943,511.629,-1279.523,60.0,27.112,10.912
612.0,613.0,167.291,82.742,0.607,1.902,85.822,438.438,3354.51,7.831,25.37,28.874,43.727,107.545,2.136,1.233,515.638,-1258.698,60.0,20.983,23.889
613.0,614.0,160.757,100.705,1.895,5.127,8.68,208.62,3060.055,21.633,63.31,90.176,48.778,116.111,1.133,4.122,524.384,-1240.938,60.0,25.655,23.672
614.0,615.0,172.387,109.998,6.888,4.091,124.086,101.82,2886.333,67.593,42.407,54.265,54.786,126.429,4.354,4.371,557.549,-1277.677,60.0,35.675,34.01
615.0,616.0,186.902,128.009,1.288,2.854,265.854,-79.151,2818.196,12.72,28.203,2.522,67.6,105.6,2.375,7.121,674.438,-1046.468,60.0,24.095,69.815
616.0,617.0,187.11,125.603,1.726,4.147,265.495,-55.124,2791.663,18.422,40.672,19.782,63.0,111.455,3.464,9.907,623.155,-1092.669,60.0,37.572,88.127
617.0,618.0,169.541,105.476,4.851,5.95,97.068,151.895,2945.712,46.409,66.138,91.814,55.429,134.0,2.692,4.914,574.087,-1380.677,60.0,13.448,34.116
618.0,619.0,165.157,90.59,0.634,3.951,59.235,339.695,3282.138,6.806,54.917,88.411,49.0,121.947,1.589,6.878,564.933,-1395.936,60.0,12.64,46.377
619.0,620.0,165.906,82.112,1.099,0.362,73.446,470.839,3543.935,13.876,3.666,13.959,41.696,109.87,2.176,0.991,519.377,-1357.434,60.0,25.171,15.515
620.0,621.0,167.275,82.312,0.071,0.16,90.711,469.9,3555.585,0.871,2.042,1.726,39.111,110.778,0.458,0.629,489.238,-1373.128,60.0,5.875,7.844
621.0,622.0,168.483,81.664,0.547,0.491,107.04,483.596,3597.474,7.208,5.117,10.944,41.778,109.667,0.975,1.155,529.375,-1375.464,60.0,11.444,11.28
622.0,623.0,169.93,81.253,0.647,0.91,125.282,488.896,3598.444,7.757,9.986,11.94,41.375,109.5,0.781,0.866,524.664,-1373.793,60.0,8.865,12.308
623.0,624.0,171.458,80.769,0.391,0.377,143.536,491.472,3572.51,4.748,4.5,4.815,42.857,109.714,0.915,1.623,539.631,-1366.481,60.0,11.436,19.505
624.0,625.0,172.14,80.674,0.599,0.389,151.473,490.715,3558.394,7.376,4.538,4.09,45.143,110.0,1.187,1.0,566.11,-1364.594,60.0,14.493,12.245
625.0,626.0,165.007,82.431,2.4,0.539,62.94,473.432,3593.877,29.808,4.528,19.056,43.4,108.6,3.666,1.2,547.799,-1360.724,60.0,48.184,10.411
626.0,627.0,161.3,82.873,0.492,0.314,16.535,472.205,3626.968,6.236,3.748,4.585,56.733,107.4,4.434,1.497,720.546,-1358.252,60.0,56.188,18.887
627.0,628.0,160.974,82.681,0.219,0.254,12.399,475.289,3631.885,2.794,3.143,1.738,58.5,108.7,3.217,0.954,743.963,-1376.522,60.0,40.736,11.793
628.0,629.0,161.252,82.602,0.472,0.274,15.948,476.444,3633.053,6.019,3.352,1.53,53.966,108.655,6.51,0.92,686.842,-1376.401,60.0,82.319,11.418
629.0,630.0,161.76,82.414,0.076,0.282,22.407,478.633,3631.509,0.982,3.349,2.266,46.286,107.571,0.958,1.178,589.663,-1361.862,60.0,12.211,15.546
630.0,631.0,161.591,82.546,0.407,0.292,20.26,476.996,3631.854,5.18,3.481,2.212,50.034,106.379,6.026,1.298,637.058,-1346.774,60.0,76.298,15.877
631.0,632.0,161.834,82.407,0.144,0.431,23.345,478.591,3630.506,1.841,5.271,1.961,45.714,106.143,0.958,1.457,582.171,-1343.286,60.0,12.444,17.983
632.0,633.0,163.229,82.149,1.265,0.412,40.762,478.797,3607.383,15.757,3.855,19.577,45.286,106.643,1.385,0.766,573.306,-1340.937,60.0,19.455,9.521
633.0,634.0,168.913,81.47,1.799,0.26,111.368,481.486,3563.638,22.408,3.505,3.719,45.0,106.5,1.0,0.866,564.598,-1322.836,60.0,12.652,11.727
634.0,635.0,171.803,80.864,0.268,0.465,147.221,488.16,3557.143,3.181,5.273,4.192,45.095,107.19,1.444,0.587,565.743,-1328.943,60.0,17.915,7.492
635.0,636.0,172.154,80.63,0.286,0.405,151.585,491.043,3556.83,3.538,4.937,1.71,44.25,107.0,1.392,0.0,555.099,-1326.469,60.0,17.414,0.642
636.0,637.0,172.55,82.099,1.808,2.077,155.186,468.373,3522.719,23.228,28.962,27.709,43.778,111.667,1.356,4.807,543.826,-1371.682,60.0,15.796,50.704
637.0,638.0,163.726,88.651,0.751,1.132,43.983,370.068,3365.598,8.908,15.95,25.782,47.333,117.333,3.145,1.374,559.194,-1378.525,60.0,32.803,18.962
638.0,639.0,173.224,88.626,0.603,0.839,155.957,370.062,3363.419,6.863,10.616,8.594,49.0,115.75,1.414,1.714,581.055,-1358.503,60.0,17.546,17.463
639.0,640.0,172.417,87.701,0.173,0.272,147.259,383.044,3381.941,2.059,3.07,1.844,48.905,114.714,0.75,0.7,583.018,-1353.627,60.0,8.931,8.085
640.0,641.0,172.133,87.774,0.178,0.253,143.797,381.947,3379.851,2.081,3.004,3.433,48.538,115.154,1.151,0.533,578.23,-1357.984,60.0,13.627,6.816
641.0,642.0,173.787,88.088,0.717,0.271,162.954,377.202,3370.785,8.348,3.125,3.483,47.867,115.4,0.991,0.8,569.015,-1357.244,60.0,12.061,9.658
642.0,643.0,175.087,88.185,0.294,0.216,178.024,375.404,3364.888,3.472,2.438,1.799,47.933,115.4,1.236,0.8,569.119,-1354.872,60.0,14.591,9.693
643.0,644.0,169.38,86.353,4.666,1.879,111.967,404.423,3425.308,54.702,27.651,43.028,47.133,114.467,1.024,1.454,568.138,-1367.708,60.0,12.218,13.908
644.0,645.0,163.802,81.781,1.175,0.269,47.708,477.831,3565.287,15.25,6.728,41.451,41.737,112.158,4.115,1.182,521.945,-1394.499,60.0,45.59,26.112
645.0,646.0,165.744,80.87,0.23,0.726,73.124,498.123,3630.327,3.042,8.514,6.309,37.091,113.182,3.642,1.8,473.467,-1432.936,60.0,45.654,22.947
646.0,647.0,164.328,80.789,0.791,0.64,54.742,495.878,3606.356,10.042,8.346,5.106,41.889,112.444,1.523,0.896,530.58,-1414.174,60.0,19.931,11.522
647.0,648.0,161.168,81.62,0.242,0.488,14.876,488.748,3631.521,3.057,6.071,6.713,39.375,110.875,1.452,1.111,501.08,-1404.262,60.0,18.867,12.913
648.0,649.0,161.07,81.533,0.12,0.348,13.651,490.546,3636.63,1.537,4.285,2.0,38.875,110.875,1.495,0.484,495.372,-1406.26,60.0,19.115,5.982
649.0,650.0,160.964,81.515,0.102,0.297,12.308,491.078,3638.911,1.31,3.511,2.899,39.571,111.571,0.904,1.4,504.481,-1415.954,60.0,11.515,17.12
650.0,651.0,161.135,81.561,0.313,0.361,14.463,490.037,3635.509,3.965,4.9,5.91,38.067,112.2,1.236,0.98,484.884,-1422.575,60.0,16.192,12.317
651.0,652.0,162.412,81.467,0.183,0.236,30.142,481.338,3562.295,2.439,2.946,26.652,42.75,112.0,3.072,1.0,533.781,-1391.377,60.0,34.602,22.163
652.0,653.0,161.864,80.618,0.68,0.294,22.982,485.026,3512.102,8.413,4.61,12.961,47.545,111.364,0.891,0.771,585.439,-1363.819,60.0,11.591,11.717
653.0,654.0,159.753,80.517,0.098,0.288,-2.986,477.82,3451.095,1.186,3.907,5.839,47.783,108.913,0.976,0.408,577.809,-1310.588,60.0,11.702,5.465
654.0,655.0,159.544,80.687,0.13,0.252,-5.523,475.831,3451.629,1.568,2.846,2.525,48.0,108.923,1.0,0.385,580.478,-1310.911,60.0,12.197,4.398
655.0,656.0,159.856,80.754,0.229,0.281,-1.747,475.652,3456.2,2.773,3.073,5.163,47.071,109.0,1.361,0.535,570.059,-1313.585,60.0,16.333,7.103
656.0,657.0,161.311,81.23,0.42,0.404,16.186,477.721,3513.824,5.234,5.813,21.196,47.522,110.913,2.061,0.717,585.444,-1358.973,60.0,25.897,11.341
657.0,658.0,162.378,81.242,0.383,0.547,29.288,477.436,3512.735,4.645,7.538,9.08,44.793,111.0,2.483,0.525,552.201,-1359.62,60.0,31.726,7.825
658.0,659.0,163.602,80.427,0.399,1.003,44.499,488.948,3523.181,4.864,14.0,12.716,46.455,111.364,2.271,0.771,574.486,-1368.151,60.0,29.361,12.314
659.0,660.0,162.56,78.85,0.188,0.257,31.896,512.775,3553.511,2.274,3.518,8.993,46.214,112.143,1.113,0.99,575.86,-1389.615,60.0,12.918,13.329
660.0,661.0,162.608,80.399,0.257,0.79,32.857,498.788,3592.03,3.255,8.385,13.589,41.857,112.143,2.356,0.99,527.279,-1404.753,60.0,28.09,12.998
661.0,662.0,161.998,80.843,0.263,0.315,25.393,497.807,3625.397,3.332,3.86,2.982,37.72,112.84,1.114,0.543,479.341,-1426.667,60.0,14.026,6.589
662.0,663.0,161.284,80.255,0.092,0.426,16.349,505.931,3630.059,1.177,5.132,2.328,38.667,113.333,1.374,0.745,491.785,-1434.738,60.0,17.53,9.09
663.0,664.0,161.38,80.836,0.093,0.526,17.476,495.805,3610.164,1.175,7.041,4.722,39.316,112.895,0.729,0.447,497.234,-1421.327,60.0,9.506,5.765
664.0,665.0,161.689,80.779,0.596,0.559,21.362,495.861,3605.278,7.576,7.773,5.848,40.818,112.818,1.029,0.575,515.697,-1418.431,60.0,12.307,7.074
665.0,666.0,164.16,79.935,0.078,0.688,53.146,511.907,3643.582,1.016,8.645,3.624,36.231,111.462,0.973,2.24,463.554,-1416.052,60.0,12.391,27.408
666.0,667.0,164.587,79.861,0.151,0.272,58.776,514.347,3654.227,1.925,3.483,1.502,35.4,111.8,0.8,0.98,454.315,-1424.434,60.0,10.158,12.019
667.0,668.0,163.502,83.55,1.646,1.983,42.678,445.341,3481.773,19.848,30.434,50.847,43.588,112.294,2.251,2.163,532.496,-1363.255,60.0,21.952,16.838
668.0,669.0,172.159,86.004,1.612,0.993,146.742,410.328,3442.107,19.333,11.455,5.68,49.867,109.733,4.403,5.428,604.792,-1317.756,60.0,53.413,63.91
669.0,670.0,171.206,87.385,0.382,0.759,135.555,394.525,3449.489,4.781,9.569,4.785,53.087,101.435,2.733,3.334,644.883,-1221.163,60.0,33.648,40.554
670.0,671.0,170.918,88.326,0.442,0.679,131.583,381.731,3436.846,5.285,7.978,2.55,54.241,98.586,5.569,3.08,656.339,-1182.615,60.0,66.705,36.274
671.0,672.0,171.951,87.189,0.367,0.628,144.159,395.791,3440.046,4.346,7.264,3.752,55.824,103.0,4.997,4.802,675.634,-1236.466,60.0,60.0,57.198
672.0,673.0,170.748,86.602,0.128,0.328,129.827,403.417,3444.585,1.683,3.6,5.026,49.074,108.259,1.152,1.109,594.458,-1301.043,60.0,13.371,14.008
673.0,674.0,171.169,86.973,0.13,0.381,135.123,399.569,3450.075,1.624,4.412,2.225,48.733,107.667,0.68,1.398,591.404,-1296.032,60.0,8.072,16.558
674.0,675.0,171.356,86.889,0.119,0.346,137.446,400.756,3451.566,1.438,4.094,1.578,44.13,107.522,0.991,1.058,536.434,-1294.898,60.0,11.929,12.692
675.0,676.0,171.282,86.178,0.058,0.35,136.668,409.724,3454.576,0.707,4.132,2.603,43.0,110.231,0.0,0.973,523.324,-1328.555,60.0,0.392,12.115
676.0,677.0,171.466,86.809,0.12,1.252,139.137,402.735,3460.389,1.543,14.79,4.38,43.0,108.158,0.0,4.913,524.2,-1305.736,60.0,0.66,58.122
677.0,678.0,171.411,87.181,0.08,0.61,138.564,398.535,3462.948,1.009,7.17,2.349,43.133,109.8,0.499,1.759,526.192,-1326.625,60.0,6.098,20.608
678.0,679.0,171.26,87.461,0.119,0.701,136.773,395.24,3463.875,1.491,8.254,2.858,44.571,108.571,0.821,3.133,543.647,-1312.152,60.0,9.829,37.264
679.0,680.0,171.217,87.435,0.121,1.239,136.237,395.481,3463.421,1.637,14.517,5.352,44.75,107.0,0.661,3.606,545.734,-1292.999,60.0,8.45,41.839
680.0,681.0,170.909,85.958,0.029,0.611,132.159,412.41,3454.773,0.42,7.118,3.028,44.111,111.889,0.994,1.37,536.694,-1348.522,60.0,11.781,16.155
681.0,682.0,170.9,86.12,0.087,0.422,132.097,410.587,3455.97,1.133,4.772,3.23,44.571,112.286,0.821,0.958,542.408,-1353.78,60.0,9.627,11.614
682.0,683.0,170.4,85.948,0.173,0.604,126.112,412.908,3457.927,2.09,7.149,2.223,44.517,111.276,0.856,1.798,542.024,-1342.419,60.0,10.38,21.15
683.0,684.0,170.207,85.739,0.105,0.416,123.79,415.537,3458.696,1.274,4.963,1.534,43.72,112.68,1.114,0.926,532.383,-1359.59,60.0,13.576,11.221
684.0,685.0,169.883,85.872,0.09,0.382,119.77,413.576,3455.833,1.095,4.422,2.167,43.0,112.733,0.0,1.123,523.092,-1359.104,60.0,0.327,13.425
685.0,686.0,169.829,85.84,0.076,0.38,119.21,414.288,3458.519,0.925,4.417,2.36,43.1,112.0,0.436,1.0,524.72,-1351.376,60.0,5.238,11.787
686.0,687.0,169.575,85.854,0.067,0.353,116.131,414.166,3458.875,0.824,4.213,1.815,43.087,111.87,0.408,2.346,524.615,-1349.951,60.0,4.97,28.277
687.0,688.0,169.487,85.708,0.089,0.363,115.035,415.815,3457.886,1.085,4.207,2.227,43.0,110.059,0.0,1.697,523.402,-1327.417,60.0,0.336,19.986
688.0,689.0,169.552,85.536,0.069,0.457,115.822,417.913,3458.012,0.802,5.324,2.381,43.0,110.652,0.0,0.96,523.421,-1334.555,60.0,0.359,11.434
689.0,690.0,169.128,85.731,0.388,0.451,110.636,415.331,3456.213,4.758,5.24,2.622,43.0,109.769,0.0,0.973,523.15,-1323.25,60.0,0.395,11.704
690.0,691.0,167.924,85.916,0.4,0.327,96.095,413.305,3458.04,4.86,3.772,2.079,42.333,110.333,0.943,1.285,515.049,-1330.73,60.0,11.31,15.102
691.0,692.0,167.389,86.087,0.101,0.464,89.709,411.75,3462.409,1.251,5.498,1.552,43.222,110.556,0.629,0.831,526.386,-1335.098,60.0,7.821,9.871
692.0,693.0,167.236,85.621,0.097,0.27,87.806,417.148,3460.243,1.19,3.098,2.065,44.238,111.0,0.971,0.0,538.23,-1339.606,60.0,11.705,0.804
693.0,694.0,167.545,86.229,0.15,0.396,91.734,410.617,3467.329,1.854,4.703,1.563,49.286,108.714,1.979,1.278,600.836,-1314.808,60.0,24.171,14.962
694.0,695.0,166.825,86.912,0.387,0.886,83.057,402.67,3470.531,4.674,10.446,3.433,53.875,102.5,1.409,5.408,657.124,-1241.004,60.0,17.418,64.228
695.0,696.0,165.966,87.778,0.064,0.356,72.647,392.336,3472.221,0.802,4.211,2.425,53.4,96.6,0.8,1.96,651.525,-1170.449,60.0,10.037,23.634
696.0,697.0,165.04,86.889,0.276,1.094,61.444,403.641,3476.477,3.381,12.914,4.592,54.125,102.875,1.409,5.633,660.664,-1247.657,60.0,17.426,66.817
697.0,698.0,164.164,86.538,0.15,0.527,50.663,407.142,3469.76,1.846,6.227,3.078,51.5,105.643,1.15,2.394,626.951,-1278.686,60.0,13.882,28.659
698.0,699.0,164.271,86.921,0.091,0.646,52.08,403.383,3477.591,1.133,7.671,2.669,51.522,104.13,0.878,3.48,628.557,-1263.295,60.0,10.731,41.704
699.0,700.0,164.253,87.484,0.159,0.703,51.882,396.631,3478.594,1.903,8.266,4.824,50.034,102.103,1.45,3.699,610.807,-1239.132,60.0,17.526,43.916
700.0,701.0,164.351,88.063,0.264,0.976,53.118,389.908,3481.554,3.238,11.779,1.797,49.111,99.111,0.458,4.446,600.117,-1203.986,60.0,5.574,53.4
701.0,702.0,165.334,88.64,0.335,0.431,65.125,382.864,3481.56,4.095,5.124,2.03,49.296,95.37,0.71,1.444,602.649,-1158.727,60.0,8.739,17.248
702.0,703.0,165.748,88.326,0.198,0.581,70.197,386.822,3482.68,2.424,7.0,1.42,49.0,96.5,0.0,2.598,599.364,-1172.777,60.0,0.244,31.274
703.0,704.0,165.449,88.605,0.08,0.154,66.566,383.513,3483.565,0.974,1.756,1.633,49.357,95.0,0.934,0.0,603.899,-1154.916,60.0,11.339,0.544
704.0,705.0,165.366,88.38,0.128,0.297,65.548,386.275,3483.742,1.611,3.489,2.431,51.0,95.4,0.0,0.8,623.811,-1159.82,60.0,0.542,9.75
705.0,706.0,165.811,88.65,0.066,0.126,71.145,383.822,3491.351,0.797,1.473,1.488,52.739,95.087,0.674,0.717,646.661,-1158.565,60.0,8.284,8.639
706.0,707.0,166.069,87.97,0.386,1.071,74.184,391.525,3486.061,4.555,12.326,7.416,53.667,98.111,2.828,4.332,656.957,-1193.361,60.0,33.275,50.297
707.0,708.0,167.441,84.732,0.17,0.723,90.545,429.159,3470.095,2.04,8.65,2.435,58.231,108.846,1.25,1.833,709.585,-1317.457,60.0,14.969,22.061
708.0,709.0,167.97,84.76,0.252,0.813,96.969,428.755,3469.659,3.026,9.779,1.684,57.0,109.571,0.0,2.77,694.643,-1326.036,60.0,0.233,33.264
709.0,710.0,168.894,84.235,0.136,0.222,107.999,434.283,3462.715,1.617,2.697,1.32,57.0,111.0,0.0,0.0,693.495,-1340.568,60.0,0.264,0.514
710.0,711.0,169.01,84.149,0.146,0.252,109.43,435.44,3463.671,1.752,2.928,1.694,56.667,110.933,0.907,1.209,689.686,-1340.136,60.0,10.906,14.387
711.0,712.0,171.438,84.244,1.143,0.548,139.0,434.55,3465.614,13.807,8.149,15.674,49.64,111.48,5.237,1.024,605.46,-1347.494,60.0,61.66,15.177
712.0,713.0,168.557,81.284,0.806,1.942,106.215,480.603,3540.447,9.791,22.973,13.566,44.867,112.4,7.658,1.474,559.361,-1387.999,60.0,94.386,19.709
713.0,714.0,170.945,78.176,0.688,0.219,135.035,516.04,3518.551,8.394,2.394,4.765,60.053,111.842,4.513,0.987,745.261,-1372.184,60.0,55.636,12.363
714.0,715.0,170.39,79.867,0.43,0.527,128.084,494.775,3515.7,5.238,6.173,3.301,54.52,110.84,4.244,1.255,675.812,-1358.811,60.0,52.468,14.947
715.0,716.0,169.386,80.543,0.659,0.357,115.886,487.137,3520.78,8.268,3.771,4.953,49.316,110.368,2.848,0.93,612.181,-1355.017,60.0,35.898,11.49
716.0,717.0,165.203,80.678,0.503,0.824,62.766,474.165,3438.092,6.579,14.555,35.053,42.474,112.789,1.568,1.104,514.329,-1352.815,60.0,18.543,23.394
717.0,718.0,164.956,86.38,2.116,3.268,57.264,390.952,3312.049,23.196,42.625,45.46,47.75,110.25,1.984,0.968,556.313,-1273.916,60.0,18.67,20.266
718.0,719.0,176.786,104.931,1.372,8.572,168.296,156.793,2871.965,4.525,88.616,168.591,59.667,130.333,3.771,8.769,602.498,-1305.809,60.0,10.2,22.069
719.0,720.0,182.217,136.176,0.813,10.273,178.734,-124.401,2290.983,16.194,68.193,154.342,75.0,144.5,5.916,3.571,604.291,-1163.462,60.0,6.337,59.565
720.0,721.0,179.308,209.99,4.554,12.722,77.534,-345.877,1125.85,26.567,20.34,221.136,91.091,55.091,21.452,31.98,372.884,-258.601,60.0,138.45,187.055
721.0,722.0,173.191,227.655,0.0,0.0,50.986,-416.11,1102.247,0.0,0.0,0.0,41.0,9.0,0.0,0.0,161.104,-57.615,60.0,0.0,0.0
729.0,730.0,146.433,141.381,0.0,0.0,-198.859,-313.406,4180.031,0.0,0.0,0.0,27.0,89.0,0.0,0.0,393.135,-1311.819,60.0,0.0,0.0
730.0,731.0,145.818,143.129,0.732,1.288,-201.344,-327.811,4045.913,13.241,12.609,77.836,28.172,99.621,1.234,2.172,397.063,-1421.442,60.0,13.836,30.194
731.0,732.0,148.239,142.822,0.377,0.69,-161.157,-312.705,3907.263,5.435,9.929,9.797,30.667,100.067,0.907,1.123,417.977,-1379.668,60.0,11.963,14.58
732.0,733.0,148.066,146.053,0.803,1.384,-162.369,-354.057,3877.187,12.751,16.601,63.155,31.8,100.8,0.98,2.088,430.086,-1379.061,60.0,9.556,28.189
733.0,734.0,148.542,155.013,1.781,3.731,-138.884,-418.829,3430.154,27.872,25.199,185.167,35.267,115.8,4.218,6.079,420.197,-1401.512,60.0,31.251,66.562
734.0,735.0,153.579,172.464,2.242,6.463,-63.638,-504.791,2766.501,25.017,29.487,185.082,46.867,113.067,5.365,2.279,451.441,-1110.546,60.0,26.896,93.619
735.0,736.0,163.045,184.101,2.45,1.616,22.85,-497.525,2212.152,17.728,36.24,134.161,73.467,103.333,5.903,3.015,570.379,-816.27,60.0,20.273,71.299
736.0,737.0,180.714,183.471,5.838,2.774,141.531,-434.555,1952.136,38.814,21.393,26.723,91.897,98.172,9.736,0.985,637.976,-685.959,60.0,70.396,14.045
737.0,738.0,217.47,187.596,14.793,6.833,376.765,-442.973,1867.638,98.563,47.774,15.071,88.133,102.8,12.422,14.943,592.838,-686.25,60.0,76.94,93.098
738.0,739.0,269.955,185.154,12.129,9.061,741.953,-439.759,1921.044,94.616,68.14,45.957,42.6,88.533,14.07,11.497,307.082,-609.78,60.0,89.268,66.144
739.0,740.0,278.957,189.485,1.767,7.665,875.974,-510.789,2099.461,27.04,50.319,34.483,12.429,57.857,3.332,21.377,116.106,-439.04,60.0,22.842,155.691
743.0,744.0,232.088,92.297,1.545,1.497,589.719,226.651,2333.095,10.268,12.411,16.56,71.909,153.364,1.564,1.666,605.343,-1253.431,60.0,15.289,10.147
744.0,745.0,230.707,96.297,0.0,0.0,580.259,194.523,2340.271,0.0,0.0,0.0,73.0,151.0,0.0,0.0,615.595,-1239.084,60.0,0.0,0.0
745.0,746.0,240.426,115.929,2.013,0.679,684.158,34.634,2425.99,15.812,5.807,11.482,62.6,113.2,1.497,1.4,549.64,-966.554,60.0,12.645,10.179
746.0,747.0,240.014,114.499,0.126,0.77,670.976,46.124,2391.355,1.034,6.433,1.02,61.0,115.0,0.0,0.0,528.464,-967.615,60.0,0.218,0.411
747.0,748.0,269.266,89.381,11.356,1.596,821.38,231.018,2149.09,66.004,17.277,52.964,71.25,183.75,18.288,1.392,563.63,-1382.652,60.0,148.696,24.393
748.0,749.0,287.805,104.494,0.0,0.0,975.9,118.401,2177.518,0.0,0.0,0.0,51.0,177.0,0.0,0.0,414.991,-1350.385,60.0,0.0,0.0
755.0,756.0,270.534,89.382,0.0,0.0,821.707,227.613,2119.947,0.0,0.0,0.0,71.0,181.0,0.0,0.0,550.008,-1343.966,60.0,0.0,0.0
757.0,758.0,171.872,76.854,6.345,0.876,108.601,404.043,2668.209,54.731,25.059,111.447,54.0,134.0,1.0,11.0,507.116,-1244.846,60.0,29.724,51.08
758.0,759.0,172.789,94.912,3.03,8.513,135.618,259.672,2994.278,36.609,75.691,126.745,50.333,95.0,1.886,11.314,530.15,-990.269,60.0,4.19,71.988
759.0,760.0,183.579,100.503,3.757,1.485,267.545,220.926,3227.155,47.013,20.516,54.338,50.0,93.0,1.0,6.0,570.437,-1052.005,60.0,21.37,85.41
760.0,761.0,192.049,100.456,0.179,0.176,379.905,231.678,3380.417,2.306,2.062,2.391,57.0,96.0,0.0,1.0,680.833,-1135.874,60.0,0.478,11.409
761.0,762.0,192.011,103.78,0.0,0.0,381.425,193.271,3397.943,0.0,0.0,0.0,59.0,95.0,0.0,0.0,708.377,-1129.759,60.0,0.0,0.0
762.0,763.0,194.074,102.493,0.289,0.889,405.589,208.41,3394.397,4.183,10.96,6.235,59.0,94.0,0.0,1.0,707.643,-1116.758,60.0,1.29,9.743
763.0,764.0,194.324,101.572,0.035,0.475,410.565,220.437,3411.087,0.104,5.965,4.37,59.0,94.0,0.0,1.0,711.096,-1122.266,60.0,0.904,10.416
764.0,765.0,194.906,101.868,0.212,0.407,417.814,217.029,3413.39,2.496,4.873,1.458,59.0,93.0,0.0,0.0,711.573,-1111.176,60.0,0.302,0.475
765.0,766.0,194.349,102.162,0.306,0.711,410.788,213.339,3410.408,4.354,8.865,5.807,59.0,93.0,0.0,0.0,710.956,-1110.203,60.0,1.202,1.894
766.0,767.0,194.384,101.663,0.318,0.348,412.104,219.782,3417.903,3.472,4.349,2.829,59.0,95.0,0.0,0.0,712.506,-1136.408,60.0,0.585,0.943
767.0,768.0,194.758,102.376,0.0,0.0,415.252,210.546,3406.873,0.0,0.0,0.0,59.0,93.0,0.0,0.0,710.224,-1109.051,60.0,0.0,0.0
768.0,769.0,194.057,102.907,0.264,0.529,405.571,203.554,3396.006,3.529,6.236,4.593,59.0,93.0,0.0,0.0,707.976,-1105.507,60.0,0.95,1.498
769.0,770.0,194.114,102.818,0.0,0.0,407.389,205.182,3405.525,0.0,0.0,0.0,59.0,93.0,0.0,0.0,709.946,-1108.611,60.0,0.0,0.0
771.0,772.0,182.932,106.661,0.0,0.0,243.019,141.355,3022.086,0.0,0.0,0.0,57.0,93.0,0.0,0.0,609.209,-983.143,60.0,0.0,0.0
772.0,773.0,201.213,108.712,0.752,0.815,448.224,122.776,3101.456,8.453,8.935,1.918,67.0,97.0,6.0,0.0,738.08,-1052.951,60.0,66.126,0.652
774.0,775.0,196.871,110.23,1.305,1.774,404.074,106.864,3124.365,17.57,18.31,29.245,75.0,99.667,1.633,0.943,829.031,-1090.579,60.0,24.39,18.631
