start,end,location_idx,AP_vector,2d_movement_mean_x,2d_movement_mean_y,2d_movement_std_x,2d_movement_std_y,3d_movement_mean_x,3d_movement_mean_y,3d_movement_mean_z,3d_movement_std_x,3d_movement_std_y,3d_movement_std_z,2d_shape_mean_width,2d_shape_mean_height,2d_shape_std_width,2d_shape_std_height,3d_shape_mean_width,3d_shape_mean_height,3d_shape_std_width,3d_shape_std_height,x_mean,y_mean,z_mean,x_average_jerk,x_average_absolute_value,x_median,x_std_dev,x_max_value,x_min_value,x_max_absolute_value,y_average_jerk,y_average_absolute_value,y_median,y_std_dev,y_max_value,y_min_value,y_max_absolute_value,z_average_jerk,z_average_absolute_value,z_median,z_std_dev,z_max_value,z_min_value,z_max_absolute_value,xy_corr,xz_corr,yz_corr,target_vector
173.0,174.0,5,"[0.0, 0.21577, 0.0, 0.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84118,0.28616,0.52498,0.0978,0.71978,0.87403,0.22183,0.51827,0.81885,0.38094,0.06906,0.5035,0.30595,0.17237,0.24892,0.65807,0.22197,0.03574,0.13727,0.48257,0.14125,0.31422,0.69886,0.14353,0.55454,0.49438,0.14443,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.75, 0.0, 0.0, 0.0, 0.0]"
174.0,175.0,5,"[0.0, 0.22453, 0.0, 0.0]",0.32027,0.05108,0.001,0.001,0.28395,0.97848,0.28313,0.001,0.001,0.001,0.35065,0.43737,0.001,0.001,0.32956,0.69659,0.001,0.001,0.85798,0.3865,0.55578,0.0747,0.74941,0.8857,0.09488,0.47928,0.90675,0.33083,0.10907,0.32879,0.38246,0.13612,0.38429,0.73264,0.13368,0.03954,0.19321,0.56605,0.08875,0.28557,0.70886,0.10774,0.21496,0.34625,0.38233,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.95, 0.0, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.0]"
175.0,176.0,5,"[0.0, 0.19387, 0.0, 0.0]",0.31337,0.05802,0.01183,0.00746,0.27609,0.96936,0.28152,0.02249,0.01004,0.03305,0.31112,0.44153,0.0521,0.02103,0.28829,0.6949,0.04579,0.03625,0.86768,0.37052,0.55024,0.02781,0.76654,0.89057,0.03443,0.45953,0.96331,0.30546,0.06406,0.35661,0.37808,0.09641,0.2848,0.72316,0.1449,0.01773,0.18315,0.54893,0.04206,0.26344,0.73385,0.08012,0.43365,0.46805,0.68165,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
176.0,177.0,5,"[0.0, 0.1851, 0.0, 0.0]",0.31703,0.05735,0.00512,0.00973,0.28107,0.96892,0.28024,0.00718,0.01204,0.00491,0.29055,0.43737,0.03863,0.001,0.2671,0.69872,0.03359,0.002,0.86317,0.38075,0.57464,0.01525,0.75856,0.88424,0.01893,0.45164,0.96637,0.29531,0.01394,0.33879,0.37863,0.02534,0.25707,0.76395,0.09661,0.00801,0.22747,0.56926,0.01027,0.26244,0.76009,0.07886,0.32559,0.39453,0.79459,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
177.0,178.0,5,"[0.0, 0.18072, 0.0, 0.0]",0.31445,0.06093,0.00598,0.00775,0.27781,0.96522,0.28049,0.00883,0.01,0.00398,0.29674,0.43781,0.04956,0.00803,0.27328,0.69823,0.0428,0.01077,0.86464,0.38578,0.56943,0.00964,0.76116,0.88911,0.00767,0.44818,0.97783,0.29087,0.00926,0.33003,0.38464,0.01442,0.25462,0.77013,0.08929,0.0092,0.218,0.56605,0.0104,0.25993,0.75884,0.07572,0.56673,0.45044,0.29968,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
178.0,179.0,5,"[0.0, 0.15882, 0.0, 0.0]",0.31544,0.0581,0.00341,0.00449,0.27911,0.96815,0.2803,0.00477,0.00542,0.00256,0.29471,0.43737,0.03135,0.001,0.2711,0.69867,0.02676,0.0014,0.86645,0.38677,0.56712,0.00975,0.76435,0.89008,0.00868,0.44966,0.97631,0.29277,0.00872,0.32832,0.38574,0.00798,0.25136,0.77177,0.08734,0.00573,0.2138,0.56391,0.00792,0.25942,0.76009,0.07509,0.56061,0.47514,0.40855,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
179.0,180.0,5,"[0.0, 0.16758, 0.0, 0.0]",0.31551,0.05705,0.00341,0.00447,0.2792,0.96928,0.28028,0.00469,0.00511,0.00366,0.29929,0.43737,0.05096,0.001,0.27559,0.69869,0.0436,0.00168,0.86797,0.38743,0.56551,0.00953,0.76704,0.89105,0.01004,0.45164,0.9786,0.29531,0.00654,0.32717,0.38683,0.00769,0.25218,0.77219,0.08685,0.00692,0.21087,0.56177,0.0091,0.25791,0.75822,0.07321,0.72051,0.20279,0.27304,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
180.0,181.0,5,"[0.0, 0.1851, 0.0, 0.0]",0.31138,0.06269,0.02821,0.02871,0.27458,0.96215,0.27921,0.03803,0.04224,0.02619,0.38105,0.43552,0.32923,0.02335,0.35528,0.70071,0.27569,0.03532,0.86407,0.43896,0.49166,0.03028,0.76016,0.89008,0.06668,0.47434,0.93579,0.32449,0.01905,0.23744,0.41962,0.09394,0.36309,0.77342,0.08539,0.01968,0.13708,0.51254,0.12333,0.2554,0.63701,0.07007,0.62137,0.31595,0.01266,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.35, 0.65, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
181.0,182.0,7,"[0.0, 0.33406, 0.0, 0.0]",0.3064,0.11302,0.0061,0.03825,0.26882,0.90642,0.2784,0.00723,0.0482,0.0114,0.52329,0.32695,0.04649,0.09217,0.49434,0.77392,0.0414,0.12378,0.89176,0.60293,0.32649,0.01805,0.80901,0.9071,0.05534,0.48322,0.97936,0.3359,0.03046,0.05787,0.60543,0.0545,0.45116,0.83769,0.03954,0.01393,0.22522,0.31991,0.04272,0.16289,0.60327,0.09456,0.13542,0.95486,0.12287,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
182.0,183.0,5,"[0.0, 0.23768, 0.0, 0.0]",0.30677,0.12441,0.00455,0.00405,0.26917,0.89416,0.27862,0.00625,0.00394,0.00724,0.54062,0.28766,0.0268,0.01653,0.5116,0.80007,0.02329,0.02202,0.86688,0.62367,0.3008,0.01121,0.76511,0.89008,0.01169,0.45114,0.97936,0.29467,0.0197,0.08616,0.62182,0.02446,0.44464,0.85581,0.03563,0.01562,0.27188,0.29476,0.02126,0.14278,0.60077,0.09707,0.48911,0.73525,0.61169,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
183.0,184.0,5,"[0.0, 0.22015, 0.0, 0.0]",0.30748,0.12527,0.00518,0.0053,0.26993,0.89343,0.27891,0.00652,0.00565,0.00736,0.53183,0.28836,0.0375,0.01598,0.50333,0.79944,0.03114,0.0216,0.86397,0.62164,0.29688,0.01659,0.75999,0.88959,0.0169,0.45114,0.96713,0.29467,0.01742,0.08264,0.61964,0.01866,0.44056,0.85581,0.03319,0.0163,0.27901,0.29155,0.02152,0.14178,0.59828,0.09958,0.59014,0.78262,0.71313,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
184.0,185.0,5,"[0.0, 0.19825, 0.0, 0.0]",0.31144,0.12308,0.001,0.001,0.27413,0.89706,0.28051,0.001,0.001,0.001,0.52547,0.29901,0.001,0.001,0.49941,0.79147,0.001,0.001,0.87073,0.61929,0.30876,0.01861,0.77191,0.89105,0.02661,0.46299,0.97631,0.3099,0.02753,0.07854,0.6169,0.03876,0.44219,0.84716,0.03417,0.02627,0.25744,0.30225,0.03415,0.15736,0.5939,0.10398,0.43092,0.52638,0.28301,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.85, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15, 0.0]"
185.0,186.0,5,"[0.0, 0.1851, 0.0, 0.0]",0.31273,0.06235,0.01885,0.0688,0.27672,0.96137,0.27796,0.02477,0.08893,0.02696,0.35181,0.43098,0.2828,0.10895,0.32548,0.70466,0.23922,0.14609,0.86445,0.42014,0.42232,0.04161,0.76083,0.85749,0.15271,0.51778,0.91516,0.3803,0.04427,0.27249,0.44148,0.18598,0.39652,0.73099,0.13563,0.01993,0.1238,0.40873,0.12716,0.23127,0.60515,0.09267,0.87637,0.07225,0.01497,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
186.0,187.0,5,"[0.0, 0.15882, 0.0, 0.0]",0.31726,0.05363,0.00229,0.00371,0.28109,0.97364,0.28094,0.00337,0.00426,0.00489,0.28998,0.43737,0.03886,0.001,0.26703,0.6982,0.03381,0.002,0.8222,0.27467,0.5259,0.01143,0.68628,0.84436,0.01894,0.43337,0.93503,0.27184,0.02296,0.52351,0.27644,0.03875,0.18286,0.71575,0.15368,0.01097,0.13893,0.52164,0.01645,0.24233,0.73385,0.05374,0.64746,0.58093,0.63503,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
187.0,188.0,5,"[0.0, 0.14567, 0.0, 0.0]",0.31802,0.05452,0.00384,0.00538,0.2819,0.97297,0.28127,0.00522,0.00618,0.00421,0.29283,0.43737,0.04694,0.001,0.27011,0.69796,0.04075,0.00182,0.84428,0.32495,0.54885,0.01323,0.72523,0.86771,0.01625,0.44028,0.9572,0.28072,0.00915,0.43596,0.33109,0.02684,0.21059,0.74211,0.12246,0.0119,0.18061,0.54411,0.01656,0.2544,0.74072,0.06881,0.82122,0.80348,0.77746,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
188.0,189.0,5,"[0.0, 0.16758, 0.0, 0.0]",0.31816,0.05699,0.00375,0.00762,0.28216,0.97005,0.28103,0.00517,0.00983,0.00547,0.28752,0.43737,0.03799,0.001,0.26462,0.69813,0.0328,0.00215,0.84827,0.33348,0.55073,0.0093,0.73228,0.87063,0.00878,0.44176,0.9656,0.28262,0.0097,0.4211,0.33272,0.01442,0.21629,0.75035,0.1127,0.00751,0.18403,0.54678,0.01084,0.25339,0.75072,0.06756,0.39582,0.52996,0.25827,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
189.0,190.0,5,"[0.0, 0.17196, 0.0, 0.0]",0.3156,0.06885,0.02515,0.04641,0.27926,0.95649,0.28042,0.03282,0.0671,0.02782,0.28655,0.44801,0.03677,0.05068,0.26306,0.69132,0.02757,0.06336,0.84737,0.34661,0.54116,0.02489,0.73069,0.87354,0.04747,0.45114,0.91134,0.29467,0.0185,0.39824,0.34147,0.03819,0.24892,0.75076,0.11222,0.01309,0.16665,0.5409,0.03158,0.26344,0.73385,0.08012,0.26563,0.14393,0.4821,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3, 0.0, 0.0, 0.0]"
190.0,191.0,5,"[0.0, 0.21139, 0.0, 0.0]",0.31817,0.19992,0.1336,0.23207,0.28045,0.81575,0.28468,0.23146,0.31814,0.15339,0.4468,0.43796,0.44505,0.43075,0.4263,0.69504,0.35991,0.56127,0.85156,0.34667,0.53331,0.10117,0.73808,0.85895,0.18506,0.5084,0.83108,0.36825,0.102,0.39814,0.34584,0.13176,0.30437,0.70669,0.16441,0.06084,0.15416,0.5195,0.09662,0.29261,0.69074,0.11653,0.47092,0.4181,0.66842,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.45, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.55, 0.0, 0.0, 0.0]"
191.0,192.0,5,"[0.0, 0.17196, 0.0, 0.0]",0.30803,0.18434,0.00639,0.00686,0.26558,0.83649,0.29125,0.00992,0.00863,0.00647,0.39051,0.33221,0.04125,0.01242,0.37665,0.76243,0.03581,0.01718,0.84361,0.3082,0.48145,0.02119,0.72406,0.8643,0.02565,0.45558,0.9572,0.30038,0.02524,0.46511,0.30868,0.02911,0.2114,0.73593,0.12978,0.01672,0.0582,0.47936,0.0162,0.22172,0.70386,0.028,0.65029,0.36751,0.43303,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
192.0,193.0,5,"[0.0, 0.15444, 0.0, 0.0]",0.30962,0.1826,0.01028,0.01075,0.26783,0.83805,0.29061,0.01546,0.01401,0.00589,0.38002,0.33817,0.0364,0.02259,0.36559,0.75872,0.03206,0.03086,0.85208,0.33091,0.47462,0.01626,0.739,0.875,0.0173,0.44423,0.9549,0.28579,0.02438,0.42558,0.33054,0.02562,0.21956,0.74582,0.11807,0.01537,0.04581,0.47187,0.01528,0.2182,0.69824,0.0236,0.73952,0.56397,0.71061,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
193.0,194.0,5,"[0.0, 0.16758, 0.0, 0.0]",0.31247,0.17533,0.00461,0.00791,0.27154,0.84596,0.29024,0.00629,0.00931,0.00772,0.38561,0.34335,0.001,0.01409,0.37114,0.75539,0.00221,0.01885,0.85688,0.34076,0.47269,0.01244,0.74748,0.88181,0.0156,0.44719,0.96408,0.2896,0.01829,0.40843,0.33983,0.01567,0.22363,0.75159,0.11124,0.00928,0.04229,0.47294,0.01524,0.21417,0.69824,0.01858,0.70542,0.26774,0.45096,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.75, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
194.0,195.0,5,"[0.0, 0.2333, 0.0, 0.0]",0.31019,0.15102,0.01959,0.13524,0.27024,0.87022,0.28646,0.01346,0.16187,0.08713,0.36998,0.38359,0.06564,0.12817,0.35179,0.73052,0.07124,0.15715,0.86711,0.37637,0.49074,0.06886,0.76553,0.88522,0.20865,0.53604,0.88382,0.40377,0.05286,0.34642,0.37371,0.08776,0.3215,0.74211,0.12246,0.03253,0.08231,0.47776,0.06954,0.24886,0.68074,0.06191,0.31634,0.12486,0.81039,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.05, 0.0, 0.9, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
195.0,196.0,5,"[0.0, 0.3253, 0.0, 0.0]",0.30162,0.0682,0.00386,0.00733,0.26512,0.95091,0.27336,0.00551,0.00856,0.00603,0.33545,0.46652,0.02657,0.01642,0.30538,0.68408,0.02251,0.02249,0.86626,0.38584,0.55218,0.01379,0.76402,0.89008,0.01886,0.45312,0.97172,0.29721,0.01687,0.32994,0.38355,0.02477,0.26115,0.7656,0.09466,0.0103,0.18667,0.5516,0.035,0.25842,0.73198,0.07384,0.19429,0.40766,0.55476,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.85, 0.0, 0.15, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
196.0,197.0,5,"[0.0, 0.3253, 0.0, 0.0]",0.30198,0.06876,0.00269,0.00491,0.26562,0.95016,0.2732,0.00407,0.00565,0.00563,0.33317,0.4693,0.001,0.001,0.30304,0.68233,0.00174,0.00226,0.86959,0.3895,0.56346,0.01267,0.76989,0.89494,0.01199,0.45114,0.97325,0.29467,0.00818,0.32355,0.39065,0.01283,0.25462,0.77136,0.08783,0.00599,0.20716,0.55856,0.01239,0.25791,0.75634,0.07321,0.40442,0.62685,0.24108,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
197.0,198.0,5,"[0.0, 0.3034, 0.0, 0.0]",0.30302,0.06946,0.001,0.001,0.26634,0.95055,0.27449,0.001,0.001,0.001,0.33317,0.4693,0.001,0.001,0.3041,0.68132,0.001,0.001,0.86883,0.39306,0.56432,0.00941,0.76855,0.89154,0.00948,0.45312,0.97936,0.29721,0.00589,0.31736,0.39284,0.00698,0.25462,0.77342,0.08539,0.00835,0.20873,0.56123,0.0136,0.25942,0.75634,0.07509,0.46953,0.44503,0.53082,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
198.0,199.0,5,"[0.0, 0.20701, 0.0, 0.0]",0.30251,0.06872,0.00825,0.0084,0.26459,0.95374,0.27717,0.02195,0.02001,0.05204,0.34004,0.4693,0.05206,0.001,0.31314,0.67923,0.05165,0.01488,0.87297,0.39519,0.54997,0.01637,0.77585,0.893,0.02781,0.46398,0.97631,0.31117,0.01242,0.31365,0.39393,0.0197,0.26604,0.77013,0.08929,0.00785,0.18266,0.54732,0.02168,0.2554,0.73822,0.07007,0.4155,0.36378,0.4499,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.75, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25, 0.0, 0.0]"
199.0,200.0,5,"[0.0, 0.25958, 0.0, 0.0]",0.36377,0.0674,0.39544,0.03186,0.33881,0.95391,0.27575,0.61215,0.04674,0.09893,0.41475,0.46752,0.13719,0.01857,0.38896,0.68152,0.12187,0.04467,0.85641,0.41593,0.5761,0.0664,0.74664,0.87598,0.14347,0.5232,0.90293,0.38728,0.04014,0.27754,0.40049,0.09056,0.33536,0.76354,0.0971,0.03869,0.2301,0.56551,0.14415,0.33584,0.71198,0.17053,0.37133,0.44711,0.83595,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.85, 0.0, 0.0]"
200.0,201.0,7,"[0.0, 0.29025, 0.0, 0.0]",0.49859,0.13984,0.15938,0.10297,0.50585,0.89502,0.30391,0.26321,0.10185,0.22734,0.40618,0.43612,0.07099,0.08864,0.41403,0.68161,0.09676,0.1008,0.81911,0.3082,0.63253,0.13112,0.68082,0.84485,0.29152,0.53801,0.76611,0.40631,0.13353,0.46511,0.27097,0.26042,0.33373,0.67826,0.19807,0.08383,0.3326,0.58959,0.15887,0.38914,0.73635,0.23709,0.57583,0.29637,0.4858,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8, 0.0, 0.0]"
201.0,202.0,5,"[0.0, 0.22453, 0.0, 0.0]",0.53211,0.14768,0.01515,0.00634,0.55101,0.89775,0.3198,0.02624,0.00631,0.0248,0.4031,0.45865,0.001,0.001,0.42755,0.65296,0.00578,0.00735,0.63983,0.21027,0.79641,0.02859,0.3645,0.661,0.04901,0.35588,0.7684,0.17226,0.04927,0.63563,0.20976,0.07109,0.15432,0.66261,0.2166,0.03041,0.63023,0.80255,0.06698,0.37707,0.81382,0.22202,0.30258,0.16489,0.86856,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
202.0,203.0,5,"[0.0, 0.22234, 0.0, 0.0]",0.53222,0.15048,0.00252,0.0047,0.55122,0.89471,0.3202,0.00361,0.0066,0.00582,0.4031,0.45789,0.001,0.01005,0.42798,0.65321,0.0019,0.01466,0.62853,0.18761,0.78829,0.01322,0.34456,0.64641,0.01498,0.32923,0.78445,0.13801,0.01629,0.67509,0.18462,0.01779,0.10946,0.69556,0.17758,0.0132,0.61549,0.78115,0.01988,0.37204,0.88379,0.21574,0.57147,0.23184,0.47599,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
203.0,204.0,5,"[0.0, 0.21139, 0.0, 0.0]",0.53203,0.15114,0.00309,0.00402,0.55087,0.8935,0.31959,0.00451,0.00539,0.00563,0.4031,0.45678,0.001,0.01439,0.42739,0.65449,0.00187,0.02069,0.63174,0.18706,0.78144,0.01237,0.35023,0.65079,0.01063,0.32874,0.78904,0.13737,0.00706,0.67604,0.18681,0.00828,0.10375,0.69639,0.17661,0.00871,0.60305,0.77687,0.00948,0.35847,0.88192,0.19879,0.7446,0.37834,0.46675,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
204.0,205.0,5,"[0.0, 0.25082, 0.0, 0.0]",0.53536,0.1489,0.02091,0.00647,0.55573,0.89796,0.32216,0.03709,0.01152,0.03115,0.41749,0.4574,0.06056,0.01231,0.44563,0.65207,0.06248,0.02001,0.63408,0.1839,0.78829,0.03342,0.35434,0.64884,0.08865,0.36131,0.71566,0.17923,0.04025,0.68154,0.19227,0.05821,0.12414,0.66961,0.20831,0.02627,0.61549,0.78597,0.03895,0.37053,0.85505,0.21386,0.40906,0.53376,0.80551,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4, 0.0, 0.0, 0.0, 0.0, 0.0]"
205.0,206.0,5,"[0.0, 0.2552, 0.0, 0.0]",0.5491,0.15852,0.00914,0.0119,0.57654,0.89448,0.33393,0.01818,0.01235,0.03421,0.47303,0.43655,0.001,0.03865,0.5193,0.65862,0.00816,0.05522,0.44871,0.27198,0.90019,0.06999,0.12113,0.49223,0.1744,0.27296,0.51311,0.10375,0.08939,0.52817,0.29993,0.13728,0.21711,0.67991,0.19612,0.04748,0.81873,0.9085,0.14387,0.48165,0.88379,0.35263,0.49218,0.68442,0.67102,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0]"
206.0,207.0,5,"[0.0, 0.2333, 0.0, 0.0]",0.54971,0.15953,0.0024,0.00387,0.57753,0.8938,0.33475,0.00332,0.00536,0.00413,0.47303,0.42805,0.001,0.01261,0.52021,0.66442,0.00168,0.01884,0.46165,0.27844,0.9312,0.00885,0.05011,0.47764,0.01185,0.23989,0.65146,0.0232,0.01198,0.51693,0.27753,0.0157,0.1747,0.72316,0.1449,0.01241,0.87505,0.92669,0.01877,0.43941,0.96126,0.29988,0.76163,0.41902,0.21672,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
207.0,208.0,5,"[0.0, 0.2333, 0.0, 0.0]",0.54967,0.16005,0.00301,0.00449,0.57746,0.89311,0.33467,0.00442,0.0061,0.00391,0.47303,0.42976,0.001,0.01688,0.52012,0.66321,0.00163,0.02511,0.46498,0.28047,0.93378,0.00953,0.05599,0.47861,0.00885,0.24187,0.65757,0.02574,0.00676,0.51341,0.27971,0.00722,0.17144,0.73223,0.13417,0.0059,0.87974,0.92723,0.00723,0.43087,0.97501,0.28921,0.28118,0.3533,0.50857,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
208.0,209.0,5,"[0.0, 0.23768, 0.0, 0.0]",0.54993,0.15922,0.00177,0.0029,0.57781,0.8941,0.33463,0.00229,0.00376,0.00133,0.47303,0.43737,0.001,0.001,0.52007,0.65755,0.00107,0.00109,0.46703,0.28353,0.93389,0.00953,0.0596,0.48153,0.00851,0.24236,0.65757,0.02637,0.00709,0.50807,0.28299,0.00697,0.17389,0.73181,0.13466,0.00861,0.87993,0.92883,0.00772,0.42936,0.97376,0.28733,0.54327,0.71682,0.68384,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
209.0,210.0,5,"[0.0, 0.26396, 0.0, 0.97809]",0.54538,0.15305,0.03431,0.01878,0.57028,0.89697,0.32793,0.06368,0.01381,0.07604,0.42873,0.43737,0.16694,0.02667,0.46442,0.66243,0.17052,0.03812,0.4195,0.22176,0.85273,0.03936,0.07311,0.42122,0.09791,0.2621,0.57273,0.05428,0.06895,0.61562,0.22343,0.14046,0.21956,0.67126,0.20636,0.03624,0.73253,0.85446,0.16685,0.45299,0.85006,0.31684,0.70791,0.74699,0.91179,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4]"
